batter, batter_name, des, description, game_pk, hc_x, hc_y, hit_angle, hit_distance, hit_speed, inning, outs, pitcher, pitcher_name, play_id, team_batting, team_fielding, date
676391, Clement, Ernie, field_out, hit_into_play, 745764, 175.24, 72.64, 25, 335, 95.7, 9, 0, 642701, Grinch, Unknown, Unknown, Unknown, 2024-04-05
682998, Carroll, Corbin, field_out, hit_into_play, 747143, 50, 95.78, 29, 316, 90.5, 6, 2, 445926, Grinch, Unknown, Unknown, Unknown, 2024-04-05
660271, Ohtani, Shohei, field_out, hit_into_play, 746897, 134.13, 57.5, 36, 351, 110.2, 8, 2, 657240, Grinch, Unknown, Unknown, Unknown, 2024-04-05
592178, Bryant, Kris, home_run, hit_into_play, 746576, , , 29, 422, 105.5, 8, 0, 621097, Grinch, Unknown, Unknown, Unknown, 2024-04-05
678662, Tovar, Ezequiel, field_out, hit_into_play, 746576, 48.83, 92.05, 23, 325, 92.6, 2, 1, 641793, Grinch, Unknown, Unknown, Unknown, 2024-04-05
687401, Ortiz, Joey, double, hit_into_play, 746007, 194.92, 93.42, 17, 341, 104.5, 2, 2, 669302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
683002, Henderson, Gunnar, home_run, hit_into_play, 745524, 137.86, 34.92, 24, 407, 104.1, 3, 0, 683003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
668930, Turang, Brice, field_out, hit_into_play, 746007, 64.37, 89.42, 25, 311, 91.6, 2, 2, 669302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
671277, García Jr., Luis, double, hit_into_play, 744874, 78.85, 70.54, 22, 338, 102, 3, 0, 605400, Grinch, Unknown, Unknown, Unknown, 2024-04-05
676694, Meyers, Jake, field_out, hit_into_play, 745033, 185.34, 76.18, 26, 337, 92.5, 3, 1, 674003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
605113, Ahmed, Nick, field_out, hit_into_play, 745361, 152.27, 53.43, 31, 366, 96.1, 2, 2, 656302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
641933, O'Neill, Tyler, home_run, hit_into_play, 746249, 37.4, 71.59, 22, 382, 104.7, 9, 1, 667755, Grinch, Unknown, Unknown, Unknown, 2024-04-05
671213, Casas, Triston, field_out, hit_into_play, 746249, 69.17, 90.85, 13, 304, 107.7, 9, 1, 667755, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663837, Vierling, Matt, home_run, hit_into_play, 746497, 40.18, 82.04, 19, 358, 107.1, 4, 0, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663611, Madrigal, Nick, field_out, hit_into_play, 746897, 114.01, 75.03, 35, 309, 90.7, 8, 0, 675627, Grinch, Unknown, Unknown, Unknown, 2024-04-05
608369, Seager, Corey, double, hit_into_play, 745033, 94.77, 81.51, 15, 302, 108.3, 2, 2, 686613, Grinch, Unknown, Unknown, Unknown, 2024-04-05
665120, Walsh, Jared, field_out, hit_into_play, 745033, 141.59, 75.8, 19, 309, 94.1, 5, 2, 656232, Grinch, Unknown, Unknown, Unknown, 2024-04-05
547180, Harper, Bryce, double, hit_into_play, 744874, 71.28, 68.34, 21, 327, 99.2, 3, 0, 571578, Grinch, Unknown, Unknown, Unknown, 2024-04-05
656811, O'Hearn, Ryan, triple, hit_into_play, 745524, 159.25, 66.1, 25, 339, 90.2, 4, 0, 683003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
677951, Witt Jr., Bobby, field_out, hit_into_play, 746328, 215.57, 80.7, 28, 365, 104.7, 3, 0, 607200, Grinch, Unknown, Unknown, Unknown, 2024-04-05
666969, García, Adolis, home_run, hit_into_play, 745033, 178.15, 56.72, 34, 375, 98.5, 2, 2, 686613, Grinch, Unknown, Unknown, Unknown, 2024-04-05
642715, Adames, Willy, field_out, hit_into_play, 746007, 155.79, 70.44, 23, 328, 97.5, 4, 0, 669302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
647351, Toro, Abraham, field_out, hit_into_play, 746497, 94.19, 67.56, 26, 334, 90.6, 5, 0, 669373, Grinch, Unknown, Unknown, Unknown, 2024-04-05
666134, Jones, Nolan, field_out, hit_into_play, 746576, 173.12, 82.39, 21, 311, 94.9, 3, 2, 641793, Grinch, Unknown, Unknown, Unknown, 2024-04-05
571745, Haniger, Mitch, field_out, hit_into_play, 746007, 125.04, 44.81, 28, 381, 99.5, 4, 1, 642547, Grinch, Unknown, Unknown, Unknown, 2024-04-05
543760, Semien, Marcus, home_run, hit_into_play, 745033, 50.61, 57.84, 32, 395, 101.9, 6, 1, 656232, Grinch, Unknown, Unknown, Unknown, 2024-04-05
686554, Dunn, Oliver, home_run, hit_into_play, 746007, 199.12, 48.49, 27, 413, 103.6, 4, 1, 669302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
602104, Urías, Ramón, field_out, hit_into_play, 745524, 76.62, 77.8, 25, 324, 90, 5, 0, 683003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
665120, Walsh, Jared, field_out, hit_into_play, 745033, 63.51, 90.61, 44, 309, 89.1, 2, 2, 686613, Grinch, Unknown, Unknown, Unknown, 2024-04-05
621566, Olson, Matt, home_run, hit_into_play, 747143, 165.74, 32.11, 27, 424, 105.1, 3, 2, 674072, Grinch, Unknown, Unknown, Unknown, 2024-04-05
624424, Conforto, Michael, double, hit_into_play, 745361, 147.84, 42.87, 23, 389, 106.2, 4, 0, 656302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
592192, Canha, Mark, field_out, hit_into_play, 746497, 43.74, 95.03, 25, 325, 89.1, 4, 0, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
673548, Suzuki, Seiya, double, hit_into_play, 746897, 192.46, 68.16, 19, 362, 106.7, 2, 2, 676272, Grinch, Unknown, Unknown, Unknown, 2024-04-05
594807, Duvall, Adam, field_out, hit_into_play, 747143, 45.63, 78.34, 21, 356, 107.5, 4, 0, 674072, Grinch, Unknown, Unknown, Unknown, 2024-04-05
683146, Baty, Brett, field_out, hit_into_play, 746733, 134.59, 63.14, 31, 338, 92.2, 4, 1, 668881, Grinch, Unknown, Unknown, Unknown, 2024-04-05
668227, Arozarena, Randy, field_out, hit_into_play, 746576, 138.13, 42.24, 26, 387, 96.9, 2, 2, 596295, Grinch, Unknown, Unknown, Unknown, 2024-04-05
660707, Montero, Elehuris, field_out, hit_into_play, 746576, 123.69, 68.33, 33, 324, 84, 4, 2, 641793, Grinch, Unknown, Unknown, Unknown, 2024-04-05
669701, Smith, Josh, field_out, hit_into_play, 745033, 130.78, 66.49, 38, 329, 93.3, 3, 1, 686613, Grinch, Unknown, Unknown, Unknown, 2024-04-05
455117, Maldonado, Martín, field_out, hit_into_play, 746328, 48.6, 100.01, 19, 309, 94.6, 6, 1, 663903, Grinch, Unknown, Unknown, Unknown, 2024-04-05
672515, Moreno, Gabriel, field_out, hit_into_play, 747143, 223.58, 109.44, 39, 325, 96, 4, 0, 675911, Grinch, Unknown, Unknown, Unknown, 2024-04-05
572191, Taylor, Michael A., field_out, hit_into_play, 745524, 130.1, 75.07, 17, 308, 95.9, 5, 0, 680570, Grinch, Unknown, Unknown, Unknown, 2024-04-05
676694, Meyers, Jake, field_out, hit_into_play, 745033, 149.95, 63.49, 40, 340, 97, 6, 0, 674003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663624, Mountcastle, Ryan, double, hit_into_play, 745524, 101.13, 43.42, 18, 388, 106.9, 6, 0, 683003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
678554, Mead, Curtis, field_out, hit_into_play, 746576, 187.36, 84.15, 45, 322, 93.2, 3, 1, 596295, Grinch, Unknown, Unknown, Unknown, 2024-04-05
660688, Ruiz, Keibert, field_out, hit_into_play, 744874, 112.04, 56.87, 30, 353, 95.9, 4, 1, 605400, Grinch, Unknown, Unknown, Unknown, 2024-04-05
665833, Cruz, Oneil, home_run, hit_into_play, 745524, 211.38, 72.27, 33, 377, 98.5, 5, 1, 680570, Grinch, Unknown, Unknown, Unknown, 2024-04-05
667670, Rooker, Brent, home_run, hit_into_play, 746497, 28.58, 92.71, 33, 355, 95.8, 6, 2, 669373, Grinch, Unknown, Unknown, Unknown, 2024-04-05
677951, Witt Jr., Bobby, field_out, hit_into_play, 746328, 126.29, 40.8, 17, 391, 113.3, 5, 1, 607200, Grinch, Unknown, Unknown, Unknown, 2024-04-05
660271, Ohtani, Shohei, home_run, hit_into_play, 746897, 233.57, 91.74, 32, 379, 105.2, 5, 0, 543294, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663837, Vierling, Matt, field_out, hit_into_play, 746497, 85.73, 72.23, 38, 329, 95.4, 5, 1, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663656, Tucker, Kyle, field_out, hit_into_play, 745033, 79.29, 76.58, 20, 325, 100.9, 7, 0, 674003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
687952, Encarnacion-Strand, Christian, field_out, hit_into_play, 746733, 122.28, 51.64, 23, 365, 103.9, 5, 1, 500779, Grinch, Unknown, Unknown, Unknown, 2024-04-05
628451, Ibáñez, Andy, field_out, hit_into_play, 746497, 124.35, 51.45, 32, 364, 97.7, 5, 2, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
592885, Yelich, Christian, home_run, hit_into_play, 746007, 237.32, 62.88, 32, 431, 112.4, 6, 1, 669302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
676059, Westburg, Jordan, field_out, hit_into_play, 745524, 186.8, 77.89, 19, 334, 104.2, 6, 2, 683003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
642350, Siri, Jose, field_out, hit_into_play, 746576, 160.9, 64.97, 34, 344, 89.7, 4, 0, 596295, Grinch, Unknown, Unknown, Unknown, 2024-04-05
687263, Neto, Zach, field_out, hit_into_play, 746249, 68.9, 70.45, 26, 347, 94.8, 5, 1, 676710, Grinch, Unknown, Unknown, Unknown, 2024-04-05
592518, Machado, Manny, field_out, hit_into_play, 745361, 79.19, 86.05, 44, 302, 92.9, 7, 0, 663855, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663527, Nevin, Tyler, field_out, hit_into_play, 746497, 185.27, 78.61, 40, 332, 100.1, 7, 0, 669373, Grinch, Unknown, Unknown, Unknown, 2024-04-05
669257, Smith, Will, double, hit_into_play, 746897, 33.27, 106.26, 18, 309, 103.5, 5, 0, 543294, Grinch, Unknown, Unknown, Unknown, 2024-04-05
679032, Rojas, Johan, field_out, hit_into_play, 744874, 218.25, 115.07, 42, 307, 91.4, 6, 2, 571578, Grinch, Unknown, Unknown, Unknown, 2024-04-05
647351, Toro, Abraham, home_run, hit_into_play, 746497, 29.27, 70.2, 31, 396, 102.8, 7, 1, 669373, Grinch, Unknown, Unknown, Unknown, 2024-04-05
595777, Profar, Jurickson, double, hit_into_play, 745361, 116.21, 30.73, 17, 375, 107.1, 7, 2, 663855, Grinch, Unknown, Unknown, Unknown, 2024-04-05
807799, Yoshida, Masataka, field_out, hit_into_play, 746249, 80.05, 55.12, 26, 384, 101.8, 5, 1, 656288, Grinch, Unknown, Unknown, Unknown, 2024-04-05
682985, Greene, Riley, field_out, hit_into_play, 746497, 75.58, 84.59, 47, 310, 99, 6, 1, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
572233, Walker, Christian, field_out, hit_into_play, 747143, 176.36, 84.64, 32, 311, 85.7, 4, 2, 675911, Grinch, Unknown, Unknown, Unknown, 2024-04-05
663728, Raleigh, Cal, single, hit_into_play, 746007, 192.89, 99.02, 19, 341, 109.8, 6, 2, 642547, Grinch, Unknown, Unknown, Unknown, 2024-04-05
592192, Canha, Mark, home_run, hit_into_play, 746497, 18.32, 69.29, 29, 414, 107, 6, 2, 676664, Grinch, Unknown, Unknown, Unknown, 2024-04-05
542303, Ozuna, Marcell, double, hit_into_play, 747143, 163.46, 49.98, 19, 380, 107.1, 5, 2, 674072, Grinch, Unknown, Unknown, Unknown, 2024-04-05
607208, Turner, Trea, double, hit_into_play, 744874, 141.33, 132.46, 20, 349, 104.6, 7, 0, 571578, Grinch, Unknown, Unknown, Unknown, 2024-04-05
676801, McCormick, Chas, field_out, hit_into_play, 745033, 103.59, 51.92, 35, 366, 94.6, 8, 0, 674003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
669707, Triolo, Jared, home_run, hit_into_play, 745524, 105.65, 34, 27, 411, 104.5, 7, 0, 680570, Grinch, Unknown, Unknown, Unknown, 2024-04-05
624424, Conforto, Michael, single, hit_into_play, 745361, 219.1, 95.68, 26, 341, 101, 6, 1, 656302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
547989, Abreu, José, field_out, hit_into_play, 745033, 157.61, 69.05, 26, 331, 91, 8, 1, 674003, Grinch, Unknown, Unknown, Unknown, 2024-04-05
608841, Meneses, Joey, field_out, hit_into_play, 744874, 46.89, 95.32, 34, 320, 97.4, 6, 1, 605400, Grinch, Unknown, Unknown, Unknown, 2024-04-05
516782, Marte, Starling, field_out, hit_into_play, 746733, 113.78, 61.58, 40, 341, 99.7, 6, 1, 668881, Grinch, Unknown, Unknown, Unknown, 2024-04-05
676914, Schneider, Davis, field_out, hit_into_play, 745764, 154.84, 80.96, 41, 303, 88.9, 6, 2, 573186, Grinch, Unknown, Unknown, Unknown, 2024-04-05
642731, Estrada, Thairo, field_out, hit_into_play, 745361, 158.63, 81.07, 23, 304, 87.3, 6, 2, 656302, Grinch, Unknown, Unknown, Unknown, 2024-04-05
666969, García, Adolis, field_out, hit_into_play, 745031, 120.87, 41.52, 24, 389, 101.2, 7, 0, 606160, Grinch, Unknown, Unknown, Unknown, 2024-04-06
606466, Marte, Ketel, home_run, hit_into_play, 747140, 72.22, 19.47, 21, 461, 114.4, 1, 0, 608331, Grinch, Unknown, Unknown, Unknown, 2024-04-06
664023, Happ, Ian, double, hit_into_play, 746896, 122.65, 44.47, 20, 382, 107.3, 1, 0, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-06
683002, Henderson, Gunnar, field_out, hit_into_play, 745522, 96.28, 52.49, 26, 369, 98.1, 1, 0, 663559, Grinch, Unknown, Unknown, Unknown, 2024-04-06
672284, Kelenic, Jarred, double, hit_into_play, 747140, 220.61, 110.06, 21, 318, 102.7, 8, 0, 666818, Grinch, Unknown, Unknown, Unknown, 2024-04-06
624585, Soler, Jorge, field_out, hit_into_play, 745359, 189.19, 94.92, 18, 302, 97.6, 8, 2, 663568, Grinch, Unknown, Unknown, Unknown, 2024-04-06
649966, Urías, Luis, home_run, hit_into_play, 746006, 61.37, 57.23, 22, 385, 106.5, 9, 0, 571948, Grinch, Unknown, Unknown, Unknown, 2024-04-06
663647, Hayes, Ke'Bryan, field_out, hit_into_play, 745522, 109.28, 77.2, 14, 306, 100.7, 11, 0, 669169, Grinch, Unknown, Unknown, Unknown, 2024-04-06
665487, Tatis Jr., Fernando, field_out, hit_into_play, 745359, 150.98, 87.83, 33, 314, 86.7, 1, 0, 676775, Grinch, Unknown, Unknown, Unknown, 2024-04-06
694192, Chourio, Jackson, home_run, hit_into_play, 746006, 44.08, 60.13, 29, 397, 101.3, 8, 0, 608723, Grinch, Unknown, Unknown, Unknown, 2024-04-06
572233, Walker, Christian, field_out, hit_into_play, 747140, 151.23, 65.2, 32, 337, 92, 9, 0, 628452, Grinch, Unknown, Unknown, Unknown, 2024-04-06
608336, Gallo, Joey, field_out, hit_into_play, 744873, 75.47, 74.67, 28, 332, 101.1, 8, 2, 642397, Grinch, Unknown, Unknown, Unknown, 2024-04-06
694497, Carter, Evan, field_out, hit_into_play, 745031, 148.45, 76.57, 20, 310, 90.8, 7, 1, 606160, Grinch, Unknown, Unknown, Unknown, 2024-04-06
657136, Wong, Connor, field_out, hit_into_play, 746248, 72.77, 83.99, 43, 313, 96.6, 8, 0, 519043, Grinch, Unknown, Unknown, Unknown, 2024-04-06
701538, Merrill, Jackson, field_out, hit_into_play, 745359, 191.92, 67.86, 33, 361, 96.5, 8, 0, 687014, Grinch, Unknown, Unknown, Unknown, 2024-04-06
702358, Lipscomb, Trey, field_out, hit_into_play, 744873, 183.74, 87.17, 37, 312, 93.1, 7, 1, 656546, Grinch, Unknown, Unknown, Unknown, 2024-04-06
678662, Tovar, Ezequiel, field_out, hit_into_play, 746575, 183.33, 60.85, 33, 369, 99.6, 7, 2, 664076, Grinch, Unknown, Unknown, Unknown, 2024-04-06
673237, Diaz, Yainer, field_out, hit_into_play, 745031, 67.38, 71.76, 16, 357, 107.7, 5, 1, 570632, Grinch, Unknown, Unknown, Unknown, 2024-04-06
678009, Meadows, Parker, field_out, hit_into_play, 746498, 146.8, 42.56, 31, 389, 96.5, 1, 0, 621112, Grinch, Unknown, Unknown, Unknown, 2024-04-06
663656, Tucker, Kyle, field_out, hit_into_play, 745031, 55.88, 92.39, 37, 316, 93.1, 7, 1, 502085, Grinch, Unknown, Unknown, Unknown, 2024-04-06
650333, Arraez, Luis, field_out, hit_into_play, 745197, 115.39, 83.76, 26, 311, 90.1, 1, 0, 571927, Grinch, Unknown, Unknown, Unknown, 2024-04-06
521692, Perez, Salvador, field_out, hit_into_play, 746329, 36.87, 106.53, 51, 316, 106.1, 8, 0, 621383, Grinch, Unknown, Unknown, Unknown, 2024-04-06
593428, Bogaerts, Xander, field_out, hit_into_play, 745359, 61.77, 76.9, 23, 339, 97.2, 8, 1, 687014, Grinch, Unknown, Unknown, Unknown, 2024-04-06
664913, Brown, Seth, field_out, hit_into_play, 746498, 127.2, 59.31, 33, 346, 98, 8, 1, 676684, Grinch, Unknown, Unknown, Unknown, 2024-04-06
686469, Pasquantino, Vinnie, field_out, hit_into_play, 746329, 106.76, 70.91, 19, 322, 91.7, 1, 0, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-06
571970, Muncy, Max, single, hit_into_play, 746896, 199.48, 75.42, 23, 354, 107.4, 5, 2, 621016, Grinch, Unknown, Unknown, Unknown, 2024-04-06
607043, Nimmo, Brandon, field_out, hit_into_play, 746731, 102.38, 49.23, 35, 375, 105.4, 6, 1, 571656, Grinch, Unknown, Unknown, Unknown, 2024-04-06
657077, Verdugo, Alex, field_out, hit_into_play, 745766, 89.52, 83.62, 31, 301, 86.8, 3, 0, 669952, Grinch, Unknown, Unknown, Unknown, 2024-04-06
665839, Valdez, Enmanuel, field_out, hit_into_play, 746248, 97.73, 77.02, 37, 312, 89.3, 8, 1, 519043, Grinch, Unknown, Unknown, Unknown, 2024-04-06
553869, Díaz, Elias, field_out, hit_into_play, 746575, 127.89, 62.28, 39, 338, 93.1, 9, 2, 621363, Grinch, Unknown, Unknown, Unknown, 2024-04-06
670623, Paredes, Isaac, home_run, hit_into_play, 746575, 22.36, 93.48, 30, 364, 96, 8, 2, 641755, Grinch, Unknown, Unknown, Unknown, 2024-04-06
643396, Kiner-Falefa, Isiah, field_out, hit_into_play, 745766, 176.7, 80.31, 21, 319, 98.3, 8, 0, 624647, Grinch, Unknown, Unknown, Unknown, 2024-04-06
547180, Harper, Bryce, field_out, hit_into_play, 744873, 155.76, 64.46, 37, 340, 101.1, 1, 2, 663623, Grinch, Unknown, Unknown, Unknown, 2024-04-06
608348, Kelly, Carson, double, hit_into_play, 746498, 206.43, 107.61, 19, 301, 99.5, 8, 1, 695243, Grinch, Unknown, Unknown, Unknown, 2024-04-06
605137, Bell, Josh, field_out, hit_into_play, 745197, 200.17, 113.26, 38, 300, 88.3, 1, 1, 571927, Grinch, Unknown, Unknown, Unknown, 2024-04-06
669224, Wells, Austin, field_out, hit_into_play, 745766, 98.32, 49.98, 32, 375, 105.1, 7, 2, 663878, Grinch, Unknown, Unknown, Unknown, 2024-04-06
666397, Julien, Edouard, field_out, hit_into_play, 745926, 92.52, 51.94, 26, 373, 100.6, 9, 1, 661403, Grinch, Unknown, Unknown, Unknown, 2024-04-06
687952, Encarnacion-Strand, Christian, field_out, hit_into_play, 746731, 142.86, 49.58, 41, 371, 103, 1, 2, 622663, Grinch, Unknown, Unknown, Unknown, 2024-04-06
519203, Rizzo, Anthony, field_out, hit_into_play, 745766, 101.4, 78.57, 35, 305, 90.8, 6, 2, 641835, Grinch, Unknown, Unknown, Unknown, 2024-04-06
592450, Judge, Aaron, home_run, hit_into_play, 745766, 67.62, 37, 29, 425, 109.7, 1, 1, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-06
680776, Duran, Jarren, field_out, hit_into_play, 746248, 120.39, 38.68, 22, 396, 104.6, 8, 2, 519043, Grinch, Unknown, Unknown, Unknown, 2024-04-06
687363, Scott II, Victor, field_out, hit_into_play, 745197, 69.71, 79.05, 29, 328, 93.8, 6, 1, 663773, Grinch, Unknown, Unknown, Unknown, 2024-04-06
572233, Walker, Christian, field_out, hit_into_play, 747140, 126.21, 51.56, 20, 365, 107.9, 6, 0, 669276, Grinch, Unknown, Unknown, Unknown, 2024-04-06
694671, Langford, Wyatt, double, hit_into_play, 745031, 180.06, 59.85, 23, 369, 101.4, 8, 1, 519151, Grinch, Unknown, Unknown, Unknown, 2024-04-06
666163, Rortvedt, Ben, double, hit_into_play, 746575, 221.75, 80.46, 25, 373, 99.6, 7, 1, 656234, Grinch, Unknown, Unknown, Unknown, 2024-04-06
541645, García, Avisaíl, field_out, hit_into_play, 745197, 129.1, 50.19, 23, 389, 104.1, 7, 1, 668941, Grinch, Unknown, Unknown, Unknown, 2024-04-06
681481, Carpenter, Kerry, double, hit_into_play, 746498, 130.93, 31.78, 27, 413, 105.8, 1, 2, 621112, Grinch, Unknown, Unknown, Unknown, 2024-04-06
694497, Carter, Evan, double, hit_into_play, 745031, 180.74, 63.15, 22, 388, 101, 2, 0, 641585, Grinch, Unknown, Unknown, Unknown, 2024-04-06
668804, Reynolds, Bryan, field_out, hit_into_play, 745522, 174.59, 62.68, 31, 357, 95, 9, 2, 518886, Grinch, Unknown, Unknown, Unknown, 2024-04-06
519317, Stanton, Giancarlo, home_run, hit_into_play, 745766, 197.99, 77.75, 29, 349, 100, 1, 2, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-06
595777, Profar, Jurickson, home_run, hit_into_play, 745359, 221.3, 95.11, 43, 347, 105.8, 1, 2, 676775, Grinch, Unknown, Unknown, Unknown, 2024-04-06
686668, Doyle, Brenton, home_run, hit_into_play, 746575, 233.92, 99.72, 37, 360, 98.3, 6, 1, 606965, Grinch, Unknown, Unknown, Unknown, 2024-04-06
668939, Rutschman, Adley, field_out, hit_into_play, 745522, 61.76, 85.41, 33, 346, 94.3, 8, 1, 547973, Grinch, Unknown, Unknown, Unknown, 2024-04-06
600869, Candelario, Jeimer, double, hit_into_play, 746731, 41.49, 104.81, 33, 312, 94.3, 2, 0, 622663, Grinch, Unknown, Unknown, Unknown, 2024-04-06
623912, Ramírez, Harold, double, hit_into_play, 746575, 165.7, 39.09, 26, 406, 99.4, 8, 2, 641755, Grinch, Unknown, Unknown, Unknown, 2024-04-06
641598, Garver, Mitch, field_out, hit_into_play, 746006, 51.44, 99.8, 25, 306, 88.4, 2, 0, 669084, Grinch, Unknown, Unknown, Unknown, 2024-04-06
593871, Polanco, Jorge, home_run, hit_into_play, 746006, 186.24, 40.49, 29, 418, 106.6, 8, 0, 669060, Grinch, Unknown, Unknown, Unknown, 2024-04-06
677800, Abreu, Wilyer, field_out, hit_into_play, 746248, 127.21, 75.85, 34, 355, 95.9, 7, 2, 643256, Grinch, Unknown, Unknown, Unknown, 2024-04-06
667670, Rooker, Brent, home_run, hit_into_play, 746498, 30.95, 73.08, 27, 409, 107.3, 1, 2, 628317, Grinch, Unknown, Unknown, Unknown, 2024-04-06
666160, Moniak, Mickey, field_out, hit_into_play, 746248, 135.06, 60.62, 35, 344, 92.6, 8, 1, 686580, Grinch, Unknown, Unknown, Unknown, 2024-04-06
650559, De La Cruz, Bryan, field_out, hit_into_play, 745197, 112.76, 41.8, 30, 389, 100.6, 6, 2, 606149, Grinch, Unknown, Unknown, Unknown, 2024-04-06
679845, Loftin, Nick, field_out, hit_into_play, 746329, 154.78, 63.12, 22, 344, 99.9, 2, 2, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-06
641857, McMahon, Ryan, home_run, hit_into_play, 746575, 22.36, 90.4, 27, 369, 95.8, 2, 1, 641302, Grinch, Unknown, Unknown, Unknown, 2024-04-06
670623, Paredes, Isaac, field_out, hit_into_play, 746575, 171.87, 83.18, 19, 309, 94.4, 9, 1, 664875, Grinch, Unknown, Unknown, Unknown, 2024-04-06
669720, Hays, Austin, field_out, hit_into_play, 745522, 106.75, 76.34, 35, 308, 85.3, 2, 2, 663559, Grinch, Unknown, Unknown, Unknown, 2024-04-06
543807, Springer, George, field_out, hit_into_play, 745766, 177.47, 86.29, 26, 308, 90.1, 6, 2, 596133, Grinch, Unknown, Unknown, Unknown, 2024-04-06
656305, Chapman, Matt, field_out, hit_into_play, 745359, 173.65, 64.68, 25, 353, 97.9, 2, 0, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-06
676914, Schneider, Davis, double, hit_into_play, 745766, 179.4, 73.89, 29, 349, 99.7, 9, 1, 641656, Grinch, Unknown, Unknown, Unknown, 2024-04-06
663656, Tucker, Kyle, field_out, hit_into_play, 745031, 44.05, 88.02, 31, 340, 94.2, 9, 2, 600917, Grinch, Unknown, Unknown, Unknown, 2024-04-06
606115, Arcia, Orlando, field_out, hit_into_play, 747140, 110.88, 48.09, 34, 375, 100, 7, 1, 686826, Grinch, Unknown, Unknown, Unknown, 2024-04-06
666310, Naylor, Bo, field_out, hit_into_play, 745926, 196.93, 84.02, 39, 333, 95.5, 2, 1, 657746, Grinch, Unknown, Unknown, Unknown, 2024-04-06
455117, Maldonado, Martín, field_out, hit_into_play, 746329, 142.13, 65.52, 33, 333, 91.6, 3, 2, 608379, Grinch, Unknown, Unknown, Unknown, 2024-04-06
516782, Marte, Starling, field_out, hit_into_play, 746731, 144.37, 79.38, 18, 301, 100.8, 7, 2, 571656, Grinch, Unknown, Unknown, Unknown, 2024-04-06
665489, Guerrero Jr., Vladimir, home_run, hit_into_play, 745766, 195.88, 70.24, 26, 362, 104.2, 7, 0, 596133, Grinch, Unknown, Unknown, Unknown, 2024-04-06
690993, Keith, Colt, field_out, hit_into_play, 746498, 170.35, 53.16, 34, 376, 101.6, 2, 0, 621112, Grinch, Unknown, Unknown, Unknown, 2024-04-06
642731, Estrada, Thairo, field_out, hit_into_play, 745359, 130.87, 72.53, 24, 314, 95.3, 2, 1, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-06
681807, Fry, David, home_run, hit_into_play, 745926, 47.26, 45.81, 34, 424, 101.5, 2, 2, 657746, Grinch, Unknown, Unknown, Unknown, 2024-04-06
668715, Steer, Spencer, home_run, hit_into_play, 746731, 81.12, 43.63, 27, 400, 101.9, 8, 0, 670990, Grinch, Unknown, Unknown, Unknown, 2024-04-06
676391, Clement, Ernie, double, hit_into_play, 745766, 96.08, 44.41, 18, 338, 102.1, 2, 1, 657376, Grinch, Unknown, Unknown, Unknown, 2024-04-06
663538, Hoerner, Nico, field_out, hit_into_play, 746896, 140.35, 77.71, 14, 305, 99, 2, 0, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-06
663698, Bart, Joey, home_run, hit_into_play, 745522, 53.24, 49.62, 24, 410, 109, 2, 2, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-06
675961, Williams, Alika, field_out, hit_into_play, 745522, 126.41, 76.47, 14, 305, 106.6, 2, 2, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-06
661388, Contreras, William, double, hit_into_play, 746006, 96.6, 52.49, 14, 333, 108.4, 4, 0, 682243, Grinch, Unknown, Unknown, Unknown, 2024-04-06
