batter, batter_name, des, description, game_pk, hc_x, hc_y, hit_angle, hit_distance, hit_speed, inning, outs, pitcher, pitcher_name, play_id, team_batting, team_fielding, date
592518, Machado, Manny, home_run, hit_into_play, 746162, 45.25, 62.82, 22, 390, 102.7, 1, 2, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-12
676391, Clement, Ernie, field_out, hit_into_play, 744954, 108.14, 51.24, 33, 367, 94.7, 9, 2, 641755, Grinch, Unknown, Unknown, Unknown, 2024-04-12
665487, Tatis Jr., Fernando, home_run, hit_into_play, 746162, 86.98, 36.51, 25, 413, 104.9, 7, 2, 518489, Grinch, Unknown, Unknown, Unknown, 2024-04-12
669016, Marsh, Brandon, field_out, hit_into_play, 745596, 37.89, 101.45, 28, 324, 96.2, 7, 1, 682847, Grinch, Unknown, Unknown, Unknown, 2024-04-12
608369, Seager, Corey, field_out, hit_into_play, 746408, 151.53, 48.22, 25, 377, 98.2, 6, 0, 669270, Grinch, Unknown, Unknown, Unknown, 2024-04-12
657557, DeJong, Paul, field_out, hit_into_play, 746812, 210.51, 89.38, 29, 340, 98.1, 2, 2, 671096, Grinch, Unknown, Unknown, Unknown, 2024-04-12
668715, Steer, Spencer, double, hit_into_play, 746812, 55.37, 76.95, 18, 347, 104.5, 1, 2, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-12
680700, Palacios, Richie, field_out, hit_into_play, 745112, 166.75, 83.54, 21, 304, 88, 7, 2, 694738, Grinch, Unknown, Unknown, Unknown, 2024-04-12
668885, Martin, Austin, field_out, hit_into_play, 746491, 85.17, 69.13, 33, 337, 88.1, 7, 1, 656412, Grinch, Unknown, Unknown, Unknown, 2024-04-12
664913, Brown, Seth, field_out, hit_into_play, 745679, 180.99, 74.09, 21, 337, 93.4, 2, 1, 663623, Grinch, Unknown, Unknown, Unknown, 2024-04-12
694192, Chourio, Jackson, field_out, hit_into_play, 747055, 66.71, 75.39, 27, 338, 92.8, 9, 2, 657097, Grinch, Unknown, Unknown, Unknown, 2024-04-12
571970, Muncy, Max, home_run, hit_into_play, 746162, 226.34, 98.61, 22, 349, 110, 2, 0, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-12
694497, Carter, Evan, double, hit_into_play, 746408, 210.68, 98.2, 17, 324, 105.4, 6, 1, 669270, Grinch, Unknown, Unknown, Unknown, 2024-04-12
673490, Kim, Ha-Seong, home_run, hit_into_play, 746162, 33.24, 67.75, 23, 396, 104.7, 2, 0, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-12
676694, Meyers, Jake, field_out, hit_into_play, 746408, 98.07, 59.16, 41, 352, 102.8, 3, 0, 641540, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663898, Rodgers, Brendan, double, hit_into_play, 744954, 192.17, 67.01, 16, 317, 104.3, 2, 1, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-12
662139, Varsho, Daulton, home_run, hit_into_play, 744954, 220.29, 81.84, 38, 370, 102, 2, 0, 663372, Grinch, Unknown, Unknown, Unknown, 2024-04-12
668715, Steer, Spencer, field_out, hit_into_play, 746812, 102.48, 82.73, 33, 306, 84.6, 4, 2, 694363, Grinch, Unknown, Unknown, Unknown, 2024-04-12
656555, Hoskins, Rhys, double, hit_into_play, 747055, 89.34, 66.05, 18, 342, 102.8, 2, 1, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-12
661388, Contreras, William, home_run, hit_into_play, 747055, 195.02, 54.22, 34, 396, 103.4, 6, 1, 669169, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663886, Stephenson, Tyler, field_out, hit_into_play, 746812, 132.41, 38.01, 32, 397, 101.5, 2, 0, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-12
596142, Sánchez, Gary, home_run, hit_into_play, 747055, , , 24, 434, 111.4, 2, 1, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-12
669720, Hays, Austin, field_out, hit_into_play, 747055, 186.89, 76.66, 25, 337, 97.6, 2, 2, 642547, Grinch, Unknown, Unknown, Unknown, 2024-04-12
678662, Tovar, Ezequiel, home_run, hit_into_play, 744954, 40.37, 66.15, 31, 390, 102.1, 6, 0, 502179, Grinch, Unknown, Unknown, Unknown, 2024-04-12
687363, Scott II, Victor, double, hit_into_play, 747217, 62.5, 69.46, 25, 356, 98.1, 2, 0, 694297, Grinch, Unknown, Unknown, Unknown, 2024-04-12
671732, Butler, Lawrence, home_run, hit_into_play, 745679, 218.45, 43.35, 23, 445, 113.1, 3, 1, 663623, Grinch, Unknown, Unknown, Unknown, 2024-04-12
682829, De La Cruz, Elly, field_out, hit_into_play, 746812, 183.75, 74.77, 19, 339, 104.3, 5, 1, 694363, Grinch, Unknown, Unknown, Unknown, 2024-04-12
672275, Bailey, Patrick, field_out, hit_into_play, 745112, 198.03, 98.2, 30, 305, 82.3, 2, 1, 621097, Grinch, Unknown, Unknown, Unknown, 2024-04-12
669397, Allen, Nick, field_out, hit_into_play, 745679, 196.31, 99.07, 24, 302, 90.1, 3, 1, 663623, Grinch, Unknown, Unknown, Unknown, 2024-04-12
701538, Merrill, Jackson, field_out, hit_into_play, 746162, 125.89, 73.25, 44, 312, 97.9, 2, 1, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663886, Stephenson, Tyler, field_out, hit_into_play, 746812, 167.51, 84.5, 31, 303, 85.8, 5, 2, 694363, Grinch, Unknown, Unknown, Unknown, 2024-04-12
605141, Betts, Mookie, home_run, hit_into_play, 746162, 51.3, 51.05, 31, 409, 104.9, 2, 2, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-12
660271, Ohtani, Shohei, field_out, hit_into_play, 746162, 89.8, 57.99, 19, 361, 104.9, 2, 2, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-12
641355, Bellinger, Cody, field_out, hit_into_play, 745274, 121.8, 62.43, 27, 339, 92.4, 3, 2, 682243, Grinch, Unknown, Unknown, Unknown, 2024-04-12
593428, Bogaerts, Xander, field_out, hit_into_play, 746162, 124.77, 49.93, 19, 367, 105.5, 3, 0, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-12
668709, Bleday, JJ, field_out, hit_into_play, 745679, 45.61, 97.01, 28, 320, 92.9, 4, 1, 663623, Grinch, Unknown, Unknown, Unknown, 2024-04-12
666181, Benson, Will, field_out, hit_into_play, 746812, 163.74, 50.53, 32, 379, 96.8, 3, 1, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-12
680776, Duran, Jarren, double, hit_into_play, 746978, 75.92, 94.26, 22, 342, 98.3, 3, 2, 672282, Grinch, Unknown, Unknown, Unknown, 2024-04-12
681297, Cowser, Colton, home_run, hit_into_play, 747055, 180.58, 39.98, 23, 415, 105.1, 4, 0, 642547, Grinch, Unknown, Unknown, Unknown, 2024-04-12
686469, Pasquantino, Vinnie, field_out, hit_into_play, 745838, 140.38, 64.98, 37, 334, 99.2, 3, 2, 622663, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663457, Nootbaar, Lars, home_run, hit_into_play, 747217, 210.17, 42.21, 30, 438, 110.3, 3, 1, 694297, Grinch, Unknown, Unknown, Unknown, 2024-04-12
606192, Hernández, Teoscar, home_run, hit_into_play, 746162, 220.54, 82.35, 24, 370, 106.6, 3, 2, 650633, Grinch, Unknown, Unknown, Unknown, 2024-04-12
665750, Taveras, Leody, field_out, hit_into_play, 746408, 104.15, 54.99, 20, 361, 99.9, 6, 2, 669270, Grinch, Unknown, Unknown, Unknown, 2024-04-12
683734, Vaughn, Andrew, field_out, hit_into_play, 746812, 132.42, 37.13, 31, 399, 104.1, 4, 0, 671096, Grinch, Unknown, Unknown, Unknown, 2024-04-12
670623, Paredes, Isaac, field_out, hit_into_play, 745112, 92.56, 49.98, 28, 377, 97.6, 3, 1, 676775, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663538, Hoerner, Nico, field_out, hit_into_play, 745274, 193.02, 87.21, 26, 322, 96.4, 4, 2, 682243, Grinch, Unknown, Unknown, Unknown, 2024-04-12
642715, Adames, Willy, double, hit_into_play, 747055, 24.84, 73.46, 25, 395, 108.6, 3, 1, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-12
687263, Neto, Zach, double, hit_into_play, 746978, 138.32, 37.68, 23, 399, 110.7, 4, 1, 656557, Grinch, Unknown, Unknown, Unknown, 2024-04-12
547180, Harper, Bryce, field_out, hit_into_play, 745596, 129.51, 36.78, 35, 399, 104.3, 4, 1, 663559, Grinch, Unknown, Unknown, Unknown, 2024-04-12
671739, Harris II, Michael, field_out, hit_into_play, 746084, 122.89, 64.34, 14, 334, 108.2, 4, 2, 669432, Grinch, Unknown, Unknown, Unknown, 2024-04-12
606115, Arcia, Orlando, double, hit_into_play, 746084, 165.82, 66.88, 13, 300, 104.3, 5, 0, 669432, Grinch, Unknown, Unknown, Unknown, 2024-04-12
660707, Montero, Elehuris, field_out, hit_into_play, 744954, 68.09, 80.44, 33, 364, 94.5, 3, 1, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-12
607680, Pillar, Kevin, double, hit_into_play, 746812, 161.09, 47.64, 28, 383, 99.8, 4, 1, 671096, Grinch, Unknown, Unknown, Unknown, 2024-04-12
686217, Frelick, Sal, field_out, hit_into_play, 747055, 102.72, 57.81, 21, 354, 98.4, 3, 1, 669330, Grinch, Unknown, Unknown, Unknown, 2024-04-12
682829, De La Cruz, Elly, home_run, hit_into_play, 746812, 181.55, 25.52, 27, 449, 110.8, 3, 2, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-12
687363, Scott II, Victor, field_out, hit_into_play, 747217, 201.19, 84.66, 28, 343, 92.9, 4, 0, 694297, Grinch, Unknown, Unknown, Unknown, 2024-04-12
694384, Schanuel, Nolan, single, hit_into_play, 746978, 113.44, 44.99, 28, 382, 98.5, 4, 1, 656557, Grinch, Unknown, Unknown, Unknown, 2024-04-12
621028, Newman, Kevin, double, hit_into_play, 747217, 91.54, 45.04, 20, 351, 99, 5, 1, 571927, Grinch, Unknown, Unknown, Unknown, 2024-04-12
669911, Toglia, Michael, field_out, hit_into_play, 744954, 42.81, 108.11, 46, 304, 92.1, 4, 0, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663886, Stephenson, Tyler, home_run, hit_into_play, 746812, 208.71, 77.77, 35, 362, 101.6, 3, 2, 623167, Grinch, Unknown, Unknown, Unknown, 2024-04-12
641680, Heim, Jonah, home_run, hit_into_play, 746408, 209.29, 55.58, 29, 408, 103.9, 3, 1, 641585, Grinch, Unknown, Unknown, Unknown, 2024-04-12
671277, García Jr., Luis, field_out, hit_into_play, 745679, 123.35, 47.07, 30, 376, 96.9, 5, 0, 621112, Grinch, Unknown, Unknown, Unknown, 2024-04-12
665120, Walsh, Jared, field_out, hit_into_play, 746408, 159.01, 45.62, 31, 386, 99.3, 3, 1, 641585, Grinch, Unknown, Unknown, Unknown, 2024-04-12
670541, Alvarez, Yordan, field_out, hit_into_play, 746408, 113.25, 72.75, 35, 315, 87.6, 5, 1, 641540, Grinch, Unknown, Unknown, Unknown, 2024-04-12
593160, Merrifield, Whit, field_out, hit_into_play, 745596, 162.97, 73, 34, 326, 91, 5, 2, 663559, Grinch, Unknown, Unknown, Unknown, 2024-04-12
621566, Olson, Matt, double, hit_into_play, 746084, 79.82, 45.82, 24, 394, 105.7, 6, 0, 669432, Grinch, Unknown, Unknown, Unknown, 2024-04-12
669134, Campusano, Luis, field_out, hit_into_play, 746162, 131.35, 68.53, 34, 324, 89.9, 4, 2, 808967, Grinch, Unknown, Unknown, Unknown, 2024-04-12
624413, Alonso, Pete, field_out, hit_into_play, 745838, 196.49, 98.77, 40, 303, 91.2, 5, 1, 608379, Grinch, Unknown, Unknown, Unknown, 2024-04-12
571448, Arenado, Nolan, field_out, hit_into_play, 747217, 152.39, 67.26, 30, 333, 88.1, 5, 1, 694297, Grinch, Unknown, Unknown, Unknown, 2024-04-12
650559, De La Cruz, Bryan, field_out, hit_into_play, 746084, 145.81, 64.73, 38, 336, 99.2, 7, 0, 608331, Grinch, Unknown, Unknown, Unknown, 2024-04-12
682928, Abrams, CJ, field_out, hit_into_play, 745679, 189.42, 72.56, 21, 349, 98.1, 6, 0, 621112, Grinch, Unknown, Unknown, Unknown, 2024-04-12
575929, Contreras, Willson, field_out, hit_into_play, 747217, 94.11, 58.62, 45, 355, 105.4, 5, 2, 694297, Grinch, Unknown, Unknown, Unknown, 2024-04-12
683146, Baty, Brett, double, hit_into_play, 745838, 145.29, 52.21, 19, 366, 104.2, 5, 2, 608379, Grinch, Unknown, Unknown, Unknown, 2024-04-12
592178, Bryant, Kris, double, hit_into_play, 744954, 89.66, 56.88, 22, 370, 99.6, 4, 2, 592332, Grinch, Unknown, Unknown, Unknown, 2024-04-12
643446, McNeil, Jeff, single, hit_into_play, 745838, 151.04, 56.92, 16, 328, 99.8, 6, 0, 608379, Grinch, Unknown, Unknown, Unknown, 2024-04-12
664728, Isbel, Kyle, field_out, hit_into_play, 745838, 76.3, 98.14, 35, 329, 90.1, 5, 1, 622663, Grinch, Unknown, Unknown, Unknown, 2024-04-12
592273, Drury, Brandon, field_out, hit_into_play, 746978, 141.99, 64.12, 19, 337, 102.1, 5, 1, 656557, Grinch, Unknown, Unknown, Unknown, 2024-04-12
681351, O'Hoppe, Logan, double, hit_into_play, 746978, 221.93, 60.13, 22, 343, 103.6, 5, 2, 656557, Grinch, Unknown, Unknown, Unknown, 2024-04-12
682985, Greene, Riley, double, hit_into_play, 746491, 85.99, 57.6, 19, 363, 104.6, 5, 0, 641154, Grinch, Unknown, Unknown, Unknown, 2024-04-12
672386, Kirk, Alejandro, field_out, hit_into_play, 744954, 196.02, 79.91, 31, 341, 94.7, 5, 2, 663372, Grinch, Unknown, Unknown, Unknown, 2024-04-12
621493, Ward, Taylor, home_run, hit_into_play, 746978, 55.28, 43.26, 28, 422, 104.9, 6, 2, 656557, Grinch, Unknown, Unknown, Unknown, 2024-04-12
663647, Hayes, Ke'Bryan, field_out, hit_into_play, 745594, 210.95, 109.16, 39, 305, 87.6, 5, 0, 621381, Grinch, Unknown, Unknown, Unknown, 2024-04-13
592206, Castellanos, Nick, single, hit_into_play, 745594, 138.5, 39.31, 20, 361, 104.6, 9, 1, 672710, Grinch, Unknown, Unknown, Unknown, 2024-04-13
683002, Henderson, Gunnar, field_out, hit_into_play, 747054, 116.73, 54.34, 30, 359, 89.7, 1, 0, 669084, Grinch, Unknown, Unknown, Unknown, 2024-04-13
608070, Ramírez, José, field_out, hit_into_play, 746658, 180.61, 60.6, 33, 367, 96.9, 9, 0, 676760, Grinch, Unknown, Unknown, Unknown, 2024-04-13
701538, Merrill, Jackson, field_out, hit_into_play, 746161, 110.56, 88.54, 16, 310, 101.9, 1, 0, 694813, Grinch, Unknown, Unknown, Unknown, 2024-04-13
683011, Volpe, Anthony, field_out, hit_into_play, 746656, 75.28, 76.05, 25, 329, 92, 1, 0, 471911, Grinch, Unknown, Unknown, Unknown, 2024-04-13
641487, Crawford, J.P., field_out, hit_into_play, 745272, 91.81, 73.59, 25, 322, 90.3, 1, 0, 684007, Grinch, Unknown, Unknown, Unknown, 2024-04-13
647304, Naylor, Josh, home_run, hit_into_play, 746658, 232.18, 97.95, 24, 360, 103.7, 9, 1, 676760, Grinch, Unknown, Unknown, Unknown, 2024-04-13
656941, Schwarber, Kyle, home_run, hit_into_play, 745594, 103.51, 28.73, 27, 424, 104.4, 1, 0, 594835, Grinch, Unknown, Unknown, Unknown, 2024-04-13
665804, Amaya, Miguel, home_run, hit_into_play, 745272, 55.48, 61.34, 29, 382, 98.5, 8, 0, 608723, Grinch, Unknown, Unknown, Unknown, 2024-04-13
681351, O'Hoppe, Logan, field_out, hit_into_play, 746979, 181.91, 87.32, 42, 309, 93, 7, 0, 670174, Grinch, Unknown, Unknown, Unknown, 2024-04-13
666023, Fermin, Freddy, field_out, hit_into_play, 745839, 115.6, 58.9, 32, 348, 98, 8, 1, 664079, Grinch, Unknown, Unknown, Unknown, 2024-04-13
596129, Vogelbach, Daniel, field_out, hit_into_play, 744953, 88.07, 84.63, 43, 300, 91.6, 8, 0, 656234, Grinch, Unknown, Unknown, Unknown, 2024-04-13
668939, Rutschman, Adley, field_out, hit_into_play, 747054, 104.38, 52.95, 29, 365, 96.1, 9, 0, 606303, Grinch, Unknown, Unknown, Unknown, 2024-04-13
516782, Marte, Starling, home_run, hit_into_play, 745839, 87.81, 46.07, 23, 390, 102.8, 8, 0, 669422, Grinch, Unknown, Unknown, Unknown, 2024-04-13
680777, Jeffers, Ryan, home_run, hit_into_play, 746489, 72.3, 45.08, 23, 403, 108.1, 8, 2, 571946, Grinch, Unknown, Unknown, Unknown, 2024-04-13
596117, Stubbs, Garrett, field_out, hit_into_play, 745594, 198.62, 84.55, 37, 334, 96.1, 8, 0, 676702, Grinch, Unknown, Unknown, Unknown, 2024-04-13
657656, Laureano, Ramón, double, hit_into_play, 746656, 41.54, 81.84, 38, 354, 99.8, 9, 0, 605280, Grinch, Unknown, Unknown, Unknown, 2024-04-13
624413, Alonso, Pete, home_run, hit_into_play, 745839, 52, 54.22, 25, 401, 106.9, 6, 0, 672582, Grinch, Unknown, Unknown, Unknown, 2024-04-13
518692, Freeman, Freddie, field_out, hit_into_play, 746161, 93.53, 75.85, 27, 317, 90.4, 6, 2, 670970, Grinch, Unknown, Unknown, Unknown, 2024-04-13
670541, Alvarez, Yordan, field_out, hit_into_play, 746405, 97.23, 47.6, 32, 380, 102.9, 6, 1, 570632, Grinch, Unknown, Unknown, Unknown, 2024-04-13
519317, Stanton, Giancarlo, field_out, hit_into_play, 746658, 152.34, 73.7, 42, 317, 100.3, 5, 0, 595881, Grinch, Unknown, Unknown, Unknown, 2024-04-13
571912, Maile, Luke, field_out, hit_into_play, 746811, 47, 94, 39, 350, 99.8, 7, 0, 608678, Grinch, Unknown, Unknown, Unknown, 2024-04-13
663656, Tucker, Kyle, double, hit_into_play, 746405, 81.84, 52.37, 25, 379, 100.1, 7, 1, 643493, Grinch, Unknown, Unknown, Unknown, 2024-04-13
608385, Winker, Jesse, double, hit_into_play, 745676, 78.08, 67.88, 20, 310, 98, 6, 0, 666205, Grinch, Unknown, Unknown, Unknown, 2024-04-13
676475, Burleson, Alec, field_out, hit_into_play, 747215, 118.55, 61.69, 22, 342, 96, 8, 1, 657044, Grinch, Unknown, Unknown, Unknown, 2024-04-13
553882, Narváez, Omar, field_out, hit_into_play, 745839, 105.33, 63.6, 24, 339, 93.7, 7, 0, 623433, Grinch, Unknown, Unknown, Unknown, 2024-04-13
687363, Scott II, Victor, field_out, hit_into_play, 747215, 104.22, 63.89, 38, 339, 95.6, 9, 0, 656464, Grinch, Unknown, Unknown, Unknown, 2024-04-13
661388, Contreras, William, field_out, hit_into_play, 747054, 118.85, 47.47, 26, 374, 98.5, 1, 1, 665152, Grinch, Unknown, Unknown, Unknown, 2024-04-13
605137, Bell, Josh, home_run, hit_into_play, 746082, 20.33, 94.05, 31, 366, 96.9, 1, 1, 519242, Grinch, Unknown, Unknown, Unknown, 2024-04-13
670242, Wallner, Matt, home_run, hit_into_play, 746489, 229.97, 78.74, 29, 391, 103, 12, 2, 656716, Grinch, Unknown, Unknown, Unknown, 2024-04-13
650489, Castro, Willi, field_out, hit_into_play, 746489, 176.07, 72.6, 22, 337, 94.2, 7, 0, 663947, Grinch, Unknown, Unknown, Unknown, 2024-04-13
467793, Santana, Carlos, field_out, hit_into_play, 746489, 92.88, 56.19, 31, 362, 97.3, 10, 2, 671345, Grinch, Unknown, Unknown, Unknown, 2024-04-13
669357, Gorman, Nolan, field_out, hit_into_play, 747215, 131.15, 124.37, 26, 399, 103.1, 1, 1, 669194, Grinch, Unknown, Unknown, Unknown, 2024-04-13
680977, Donovan, Brendan, field_out, hit_into_play, 747215, 163.12, 49.25, 33, 381, 98.6, 9, 1, 656464, Grinch, Unknown, Unknown, Unknown, 2024-04-13
656716, McKinstry, Zach, field_out, hit_into_play, 746489, 198.35, 78.9, 42, 345, 100.4, 9, 1, 592779, Grinch, Unknown, Unknown, Unknown, 2024-04-13
502671, Goldschmidt, Paul, field_out, hit_into_play, 747215, 124.41, 59.48, 36, 346, 93.1, 9, 2, 656464, Grinch, Unknown, Unknown, Unknown, 2024-04-13
592192, Canha, Mark, field_out, hit_into_play, 746490, 206.52, 98.6, 32, 317, 90.8, 1, 1, 680573, Grinch, Unknown, Unknown, Unknown, 2024-04-13
455117, Maldonado, Martín, field_out, hit_into_play, 746811, 82.96, 54.08, 27, 373, 101.5, 8, 1, 608718, Grinch, Unknown, Unknown, Unknown, 2024-04-13
671732, Butler, Lawrence, field_out, hit_into_play, 745676, 64.1, 73.97, 24, 344, 97.4, 9, 2, 640448, Grinch, Unknown, Unknown, Unknown, 2024-04-13
677587, Rocchio, Brayan, double, hit_into_play, 746656, 77.47, 56.72, 25, 371, 99, 7, 2, 641656, Grinch, Unknown, Unknown, Unknown, 2024-04-13
683737, Busch, Michael, home_run, hit_into_play, 745272, 235.76, 92.89, 38, 375, 103.1, 7, 1, 668338, Grinch, Unknown, Unknown, Unknown, 2024-04-13
665828, Cabrera, Oswaldo, home_run, hit_into_play, 746656, 201.29, 78.36, 35, 352, 96.8, 6, 0, 680704, Grinch, Unknown, Unknown, Unknown, 2024-04-13
681351, O'Hoppe, Logan, single, hit_into_play, 746979, 71.07, 102.66, 24, 330, 96, 9, 1, 570257, Grinch, Unknown, Unknown, Unknown, 2024-04-13
641355, Bellinger, Cody, field_out, hit_into_play, 745272, 186.29, 81.21, 18, 327, 101.5, 8, 2, 608723, Grinch, Unknown, Unknown, Unknown, 2024-04-13
679529, Torkelson, Spencer, field_out, hit_into_play, 746489, 122.67, 45.13, 34, 380, 98.2, 12, 2, 543351, Grinch, Unknown, Unknown, Unknown, 2024-04-13
665489, Guerrero Jr., Vladimir, field_out, hit_into_play, 744953, 193, 75.66, 23, 346, 101.4, 1, 0, 641712, Grinch, Unknown, Unknown, Unknown, 2024-04-13
687952, Encarnacion-Strand, Christian, field_out, hit_into_play, 746811, 128.46, 58.64, 39, 348, 103, 8, 1, 673929, Grinch, Unknown, Unknown, Unknown, 2024-04-13
571448, Arenado, Nolan, field_out, hit_into_play, 747215, 42.49, 86.56, 23, 344, 95.8, 1, 2, 669194, Grinch, Unknown, Unknown, Unknown, 2024-04-13
677951, Witt Jr., Bobby, field_out, hit_into_play, 745839, 158.5, 48.15, 30, 381, 104.8, 6, 2, 605347, Grinch, Unknown, Unknown, Unknown, 2024-04-13
592450, Judge, Aaron, double, hit_into_play, 746656, 216.16, 98.75, 49, 332, 104.8, 1, 2, 471911, Grinch, Unknown, Unknown, Unknown, 2024-04-13
621438, Taylor, Tyrone, field_out, hit_into_play, 745839, 142.6, 58.26, 35, 351, 96.4, 6, 1, 672582, Grinch, Unknown, Unknown, Unknown, 2024-04-13
663624, Mountcastle, Ryan, home_run, hit_into_play, 747054, 39.89, 54.88, 29, 413, 111, 1, 2, 669084, Grinch, Unknown, Unknown, Unknown, 2024-04-13
607043, Nimmo, Brandon, field_out, hit_into_play, 745839, 52.32, 87.98, 31, 329, 96.4, 7, 2, 623433, Grinch, Unknown, Unknown, Unknown, 2024-04-13
663647, Hayes, Ke'Bryan, double, hit_into_play, 745594, 154.92, 73.24, 16, 321, 101.6, 1, 1, 605513, Grinch, Unknown, Unknown, Unknown, 2024-04-13
642715, Adames, Willy, field_out, hit_into_play, 747054, 36.16, 70.99, 36, 383, 109.1, 2, 0, 665152, Grinch, Unknown, Unknown, Unknown, 2024-04-13
671213, Casas, Triston, home_run, hit_into_play, 746979, 207.43, 44.8, 30, 429, 111.9, 1, 1, 656288, Grinch, Unknown, Unknown, Unknown, 2024-04-13
671739, Harris II, Michael, field_out, hit_into_play, 746082, 77.93, 74.91, 35, 330, 96, 9, 2, 656945, Grinch, Unknown, Unknown, Unknown, 2024-04-13
656555, Hoskins, Rhys, field_out, hit_into_play, 747054, 120.17, 42.27, 33, 388, 98.9, 8, 2, 657508, Grinch, Unknown, Unknown, Unknown, 2024-04-13
676059, Westburg, Jordan, field_out, hit_into_play, 747054, 124.96, 61.32, 38, 340, 95.5, 9, 2, 606303, Grinch, Unknown, Unknown, Unknown, 2024-04-13
663624, Mountcastle, Ryan, field_out, hit_into_play, 747054, 125.95, 184.15, 19, 360, 102.3, 6, 2, 663542, Grinch, Unknown, Unknown, Unknown, 2024-04-13
572138, Singleton, Jon, field_out, hit_into_play, 746405, 183.54, 90.11, 28, 305, 82.4, 7, 2, 643493, Grinch, Unknown, Unknown, Unknown, 2024-04-13
641343, Bauers, Jake, field_out, hit_into_play, 747054, 67.22, 83.49, 34, 321, 94.4, 2, 1, 665152, Grinch, Unknown, Unknown, Unknown, 2024-04-13
660271, Ohtani, Shohei, field_out, hit_into_play, 746161, 200.92, 81.02, 43, 344, 110.3, 8, 2, 666745, Grinch, Unknown, Unknown, Unknown, 2024-04-13
592626, Pederson, Joc, field_out, hit_into_play, 747215, 167.4, 67.33, 33, 342, 90.2, 8, 2, 681676, Grinch, Unknown, Unknown, Unknown, 2024-04-13
650559, De La Cruz, Bryan, field_out, hit_into_play, 746082, 35.71, 101.33, 33, 326, 89.8, 1, 1, 519242, Grinch, Unknown, Unknown, Unknown, 2024-04-13
665750, Taveras, Leody, field_out, hit_into_play, 746405, 117.33, 59.37, 14, 347, 105.4, 9, 2, 681869, Grinch, Unknown, Unknown, Unknown, 2024-04-13
621566, Olson, Matt, field_out, hit_into_play, 746082, 95.62, 56, 33, 361, 100.8, 1, 2, 676974, Grinch, Unknown, Unknown, Unknown, 2024-04-13
677587, Rocchio, Brayan, field_out, hit_into_play, 746658, 45.11, 108.04, 21, 300, 94, 8, 0, 642701, Grinch, Unknown, Unknown, Unknown, 2024-04-13
650402, Torres, Gleyber, field_out, hit_into_play, 746656, 151.08, 53.71, 25, 364, 99.8, 1, 2, 471911, Grinch, Unknown, Unknown, Unknown, 2024-04-13
621493, Ward, Taylor, field_out, hit_into_play, 746979, 178.88, 62.36, 28, 361, 94.1, 5, 2, 669711, Grinch, Unknown, Unknown, Unknown, 2024-04-13
681481, Carpenter, Kerry, home_run, hit_into_play, 746489, 184.87, 41.51, 24, 415, 108, 1, 2, 657746, Grinch, Unknown, Unknown, Unknown, 2024-04-13
547989, Abreu, José, field_out, hit_into_play, 746405, 119.05, 51.97, 24, 364, 96.7, 5, 1, 656641, Grinch, Unknown, Unknown, Unknown, 2024-04-13
622534, Margot, Manuel, field_out, hit_into_play, 746489, 111.66, 66.83, 24, 329, 88.6, 2, 0, 628317, Grinch, Unknown, Unknown, Unknown, 2024-04-13
675961, Williams, Alika, field_out, hit_into_play, 745594, 44.59, 102.39, 42, 311, 93.3, 9, 2, 656546, Grinch, Unknown, Unknown, Unknown, 2024-04-13
656555, Hoskins, Rhys, home_run, hit_into_play, 747054, 63.21, 45.66, 32, 409, 104, 2, 2, 665152, Grinch, Unknown, Unknown, Unknown, 2024-04-13
678882, Rafaela, Ceddanne, field_out, hit_into_play, 746979, 171.28, 54.75, 32, 374, 99.9, 6, 0, 608334, Grinch, Unknown, Unknown, Unknown, 2024-04-13
647351, Toro, Abraham, double, hit_into_play, 745676, 63.23, 64.98, 20, 365, 103.2, 7, 2, 676395, Grinch, Unknown, Unknown, Unknown, 2024-04-13
592450, Judge, Aaron, field_out, hit_into_play, 746656, 216.03, 104.82, 37, 321, 98.6, 7, 0, 669212, Grinch, Unknown, Unknown, Unknown, 2024-04-13
570482, Urshela, Gio, field_out, hit_into_play, 746489, 140.08, 74.67, 26, 311, 85.7, 9, 2, 592779, Grinch, Unknown, Unknown, Unknown, 2024-04-13
