"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"ST","2024-05-04","80.8","-2.86","5.05","Harris, Brett",695391,670766,"home_run","hit_into_play",,,,,7,"Brett Harris homers (1) on a line drive to left field.","R","R","R","OAK","MIA","X",,"line_drive",1,1,2024,"0.94","0.67","-0.37","2.17",,,,0,4,"Bot",33.4,57.83,,,663743,,,3.767801529023948,-117.79364545323978,-1.147717775079158,8.22029325893759,19.626701957840027,-25.8981071785615,"3.47","1.59",415,"105.7",22,"81.5",2669,"6.4",745666,670766,663743,656896,624503,660644,641313,650559,665862,660821,"54.09",0.86,1.471,"2",1,0,3,6,41,3,"Sweeper",12,0,12,0,0,13,13,0,"Standard","Standard",70,"0","1.012",70.82920402963964,"7.17993"
"FF","2024-05-04","93.2","1.85","6.05","Lux, Gavin",666158,554431,"field_out","hit_into_play",,,,,8,"Gavin Lux flies out to center fielder Michael Harris II.   Andy Pages to 3rd.    James Outman to 2nd.","R","L","L","LAD","ATL","X",8,"fly_ball",0,1,2024,"0.65","1.5","0.18","2.11",,681624,681546,1,7,"Bot",82.22,57.14,,,518595,,,-5.692918820378454,-135.5070527304588,-7.597118812149538,9.259436000158637,30.61917819227818,-12.166351060958164,"3.34","1.6",367,"99.2",26,"92.6",2395,"6.1",746155,554431,518595,621566,645277,663586,606115,672284,671739,660670,"54.42",0.491,0.759,"0",1,0,0,6,63,2,"4-Seam Fastball",8,2,8,2,2,8,8,2,"Standard","Standard",154,"-0.001","-0.409",71.24188156541756,"7.37141"
"FF","2024-05-04","96","-1.71","6.1","Harris II, Michael",671739,607192,"field_out","hit_into_play",,,,,5,"Michael Harris II flies out to center fielder James Outman.","R","L","R","LAD","ATL","X",8,"fly_ball",1,0,2024,"-0.11","1.45","0.13","2.84",,,,0,3,"Top",93.1,59.51,,,669257,,,5.221526167906235,-139.75166424838233,-6.481350811918899,-2.599434513212553,29.165844734887468,-11.827468119577787,"3.46","1.57",355,"97.1",26,"98.1",2621,"7.3",746155,607192,669257,518692,666158,571970,605141,606192,681546,681624,"53.23",0.3,0.452,"0",1,0,0,5,17,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",190,"0.024","-0.258",74.5871757146544,"7.45999"
"FF","2024-05-04","96.4","-1.46","5.94","Stanton, Giancarlo",519317,663554,"single","hit_into_play",,,,,9,"Giancarlo Stanton singles on a sharp line drive to right fielder Kerry Carpenter.   Aaron Judge scores.    Alex Verdugo to 3rd.","R","R","R","NYY","DET","X",9,"line_drive",3,2,2024,"-0.46","1.38","0.45","1.86",,592450,657077,2,1,"Bot",200.51,89.77,,,608348,,,6.243090278016113,-140.07841904510596,-8.543976468454769,-7.482971859417806,33.00641615883735,-12.188860692910412,"3.59","1.75",327,"109.9",14,"98.1",2246,"7.4",745750,663554,608348,679529,690993,663837,656716,682985,672761,681481,"53.08",0.717,0.806,"0.9",1,1,0,6,10,6,"4-Seam Fastball",0,1,0,1,1,1,1,1,"Standard","Standard",213,"0.11","0.92",81.92692725110138,"7.97274"
"SL","2024-05-04","90.1","-1.31","5.31","Ozuna, Marcell",542303,681402,"field_out","hit_into_play",,,,,9,"Marcell Ozuna flies out to right fielder Andy Pages.","R","R","R","LAD","ATL","X",9,"fly_ball",0,1,2024,"0.25","-0.27","0.4","2.19",,660670,621566,2,8,"Top",209.25,92.51,,,669257,,,3.707117582695878,-131.26655954062045,-1.2868851362309175,2.179095888946651,25.041265317285557,-35.2857854238482,"3.51","1.73",347,"102.4",25,"90.5",2097,"6.3",746155,681402,669257,518692,666158,571970,605141,606192,681546,681624,"54.23",0.669,1.169,"0",1,0,0,6,71,2,"Slider",10,2,2,10,2,10,2,10,"Standard","Standard",31,"0.001","-0.379",76.25732252758444,"6.75661"
"FC","2024-05-04","89.1","-1.24","5.92","Pasquantino, Vinnie",686469,600917,"field_out","hit_into_play",,,,,8,"Vinnie Pasquantino flies out to center fielder Leody Taveras.","R","L","R","KC","TEX","X",8,"fly_ball",1,1,2024,"0.46","0.35","0.19","1.52",,672580,677951,2,7,"Bot",122.94,71.91,,,641680,,,2.5022768888427613,-129.84253936700335,-5.541581441231817,4.826953726078129,24.397855999236732,-27.28420254282747,"3.44","1.6",316,"94.8",41,"88.2",2663,"5.4",746311,600917,641680,663993,543760,669701,608369,694497,665750,608671,"55.08",0.023,0.035,"0",1,0,0,3,66,3,"Cutter",3,10,3,10,10,3,3,10,"Infield shade","Standard",154,"-0.005","-0.427",71.53124444577917,"8.25936"
"FF","2024-05-04","90.9","-1.74","5.66","Heim, Jonah",641680,608648,"field_out","hit_into_play",,,,,2,"Jonah Heim flies out sharply to center fielder Kyle Isbel.","R","L","R","KC","TEX","X",8,"fly_ball",2,0,2024,"-0.57","1.31","0.04","3.04",,,,2,5,"Top",148.08,43.31,,,521692,,,5.778321003343739,-132.41337031921296,-3.5675736239964095,-7.863538974220154,25.814390736359275,-16.189895721525193,"3.53","1.65",388,"100.9",27,"92.7",2480,"7.1",746311,608648,521692,686469,686681,672580,677951,669004,664728,592669,"53.37",0.666,1.2,"0",1,0,0,6,38,3,"4-Seam Fastball",0,7,7,0,7,0,7,0,"Infield shade","Standard",222,"0.001","-0.132",75.04548725305715,"7.03234"
"FF","2024-05-04","91.2","-0.16","6.39","De La Cruz, Bryan",650559,666204,"home_run","hit_into_play",,,,,5,"Bryan De La Cruz homers (6) on a fly ball to right center field.    Dane Myers scores.","R","R","R","OAK","MIA","X",,"fly_ball",0,0,2024,"-0.72","1.36","0.12","2.31",,,667472,2,8,"Top",170.81,49.69,,,669127,,,2.217991388710986,-132.66898453441763,-7.211870662065799,-8.964892996600481,29.987556547628753,-14.787017019934154,"3.55","1.73",386,"104.4",34,"90.3",2055,"5.9",745666,666204,669127,663527,647351,695391,687231,664913,668709,671732,"54.61",0.743,1.475,"2",1,0,3,6,75,1,"4-Seam Fastball",16,1,1,16,3,16,3,16,"Standard","Standard",201,"0","1.87",74.78453198813143,"8.01021"
"FF","2024-05-04","94.4","-1.95","5.25","Taylor, Michael A.",572191,680767,"field_out","hit_into_play",,,,,1,"Michael A.   Taylor flies out sharply to center fielder Brenton Doyle.","R","R","R","PIT","COL","X",8,"fly_ball",2,1,2024,"-0.41","1","-0.43","3.34",,,669707,2,7,"Bot",141.85,42.79,,,553869,,,4.9276149009190044,-137.4334399233598,-1.5230822514112632,-6.297335060297231,30.407179278271883,-19.331295438198367,"3.51","1.63",387,"104.2",36,"95.4",2138,"6.8",745511,680767,553869,660707,663898,641857,678662,687597,686668,595909,"53.66",0.589,1.127,"0",1,0,0,6,49,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",215,"-0.041","-0.261",73.1355352541118,"6.31992"
"SI","2024-05-04","95.9","-1.51","5.24","Isbel, Kyle",664728,642546,"field_out","hit_into_play",,,,,5,"Kyle Isbel flies out sharply to center fielder Leody Taveras.","R","L","R","KC","TEX","X",8,"fly_ball",1,0,2024,"-1.44","0.41","0","2.8",,,,0,9,"Bot",94.37,44.73,,,668800,,,7.240497137288693,-139.4994572820461,-1.7756008848623512,-20.46993899338912,30.40826644665514,-26.681448660190032,"3.42","1.59",389,"104",23,"95.9",2189,"6.2",746311,642546,668800,663993,677649,673995,669701,694497,665750,608671,"54.27",0.814,1.359,"0",1,0,0,6,84,2,"Sinker",4,15,4,15,15,4,4,15,"Infield shade","Standard",238,"0","-0.258",69.23807155903152,"6.81793"
"SL","2024-05-04","83.5","-0.7","6.65","Muncy, Max",571970,693821,"home_run","hit_into_play",,,,,7,"Max Muncy homers (6) on a fly ball to center field.   Will Smith scores.","R","L","R","LAD","ATL","X",,"fly_ball",0,1,2024,"0.18","0.14","-0.62","1.96",,,669257,0,2,"Bot",147.12,33.9,,,518595,,,-0.18277000969195195,-121.55873104402589,-4.549286675806859,1.8520643365635603,26.148221934595007,-30.075674046101856,"3.13","1.52",412,"104.7",31,"82.3",2379,"5.7",746155,693821,518595,621566,645277,663586,606115,672284,671739,660670,"54.81",0.857,1.704,"2",1,0,3,6,11,2,"Slider",0,0,0,0,0,2,2,0,"Infield shade","Standard",46,"0.166","1.633",75.66038011562564,"7.37936"
"FF","2024-05-04","91.3","2.66","5.81","Langeliers, Shea",669127,669432,"triple","hit_into_play",,,,,3,"Shea Langeliers triples (1) on a sharp fly ball to right fielder Jesús Sánchez.","R","R","L","OAK","MIA","X",9,"fly_ball",0,0,2024,"1.22","1.22","0.75","3.02",,,,1,2,"Bot",161.09,52.96,,,663743,,,-7.499215289900217,-132.80474811692608,-3.7993515076594173,16.011407145340918,28.796585103823254,-17.082270703574803,"3.28","1.47",370,"100.5",31,"92",2451,"6.8",745666,669432,663743,656896,624503,660644,641313,650559,665862,660821,"53.72",0.514,1.012,"1.6",1,1,2,6,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",128,"0.077","0.693",73.05405185270462,"6.93833"
"CH","2024-05-04","80.1","1.88","5.8","Flores, Wilmer",527038,624133,"field_out","hit_into_play",,,,,6,"Wilmer Flores flies out sharply to left fielder Brandon Marsh.","R","R","L","PHI","SF","X",7,"fly_ball",0,1,2024,"0.75","0.12","0.56","2.57",,,596103,2,1,"Top",50.86,82.21,,,592663,,,-4.343740010089054,-116.7107319099071,-0.7398156914126666,7.615070260782907,19.50007524682822,-31.134051661820894,"3.11","1.53",342,"103",23,"80.9",1262,"6.5",745583,624133,592663,547180,681082,664761,624641,669016,679032,592206,"54.02",0.769,1.249,"0",1,0,0,6,4,2,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",114,"0.022","-0.18",69.53135651978789,"7.28225"
"FF","2024-05-04","96.4","-2.36","5.73","Cronenworth, Jake",630105,686826,"field_out","hit_into_play",,,,,7,"Jake Cronenworth flies out to left fielder Jake McCarthy.","R","L","R","AZ","SD","X",7,"fly_ball",2,2,2024,"-0.5","1.33","-0.32","2.08",,,,0,8,"Top",48.95,93.54,,,672515,,,6.523897434970121,-140.06140453558132,-7.095087584375662,-8.000946898351478,31.881962460848353,-13.205137312597177,"3.33","1.61",323,"92.4",34,"95.8",2226,"6",747209,686826,672515,656976,621028,553993,677942,664983,682998,545341,"54.46",0.066,0.109,"0",1,0,0,3,64,5,"4-Seam Fastball",0,11,11,0,11,0,11,0,"Strategic","Standard",221,"0","-0.2",68.89902295022657,"7.51541"
"FA","2024-05-04","62.1","-2.12","5.86","Bleday, JJ",668709,656896,"field_out","hit_into_play",,,,,13,"JJ Bleday lines out to right fielder Jesús Sánchez.","R","L","R","OAK","MIA","X",9,"line_drive",2,0,2024,"-0.84","1.19","-0.16","1.47",,,687231,1,8,"Bot",177.75,88.78,,,663743,,,4.4126026217023115,-90.4638979487532,-0.7132526326459776,-5.211784144391828,12.14023171369743,-25.715636969220103,"3.32","1.6",301,"83.2",28,"60.3",1601,"4.4",745666,656896,663743,681146,624503,672640,660644,650559,667472,660821,"56.12",0.114,0.142,"0",1,0,0,3,83,3,"Other",20,3,20,3,3,20,20,3,"Standard","Standard",230,"0","-0.407",67.62966115019601,"7.36339"
"FF","2024-05-04","94.9","-2.53","5.95","Perkins, Blake",663368,624522,"home_run","hit_into_play",,,,,5,"Blake Perkins homers (4) on a fly ball to right center field.    Oliver Dunn scores.","R","L","R","CHC","MIL","X",,"fly_ball",3,2,2024,"-0.28","1.21","0.04","2.79",686554,,,0,7,"Top",180.97,53.83,,,665804,,,7.351277844793191,-138.06244349603057,-5.355275006637846,-5.07694633005521,27.134117674003335,-15.688972334586751,"3.33","1.65",384,"102.2",28,"95.4",2512,"6.3",746884,624522,665804,683737,663538,666624,621020,664023,691718,643565,"54.19",0.723,1.387,"2",1,0,3,6,53,8,"4-Seam Fastball",5,1,1,5,3,5,3,5,"Strategic","Standard",200,"-0.08","0.829",69.30260088635924,"7.42879"
"FF","2024-05-04","98.3","-1.31","5.51","McMahon, Ryan",641857,683003,"field_out","hit_into_play",,,,,1,"Ryan McMahon flies out to center fielder Michael A.   Taylor.","R","L","R","PIT","COL","X",8,"fly_ball",2,2,2024,"-0.89","1.45","-0.33","3.17",,,,2,1,"Top",126.84,76.91,,,518735,,,4.760491179888568,-142.98958736563924,-4.23358982187972,-13.318042863937977,34.095209528685984,-11.593531301495547,"3.22","1.49",332,"94.7",27,"99.1",2611,"6.8",745511,683003,518735,656582,669707,663647,665833,668804,572191,658668,"53.69",0.183,0.263,"0",1,0,0,5,3,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Strategic",216,"0.01","-0.083",72.25818057660726,"7.13239"
"SI","2024-05-04","94.9","-1.94","5.63","DeJong, Paul",657557,552640,"field_out","hit_into_play",,,,,5,"Paul DeJong flies out to center fielder Michael Siani.","R","R","R","STL","CWS","X",8,"fly_ball",2,2,2024,"-1.1","0.69","0.02","2.28",,,686676,2,6,"Top",132.14,69.25,,,575929,,,7.635712892783639,-138.00251377321732,-4.710795804058404,-15.698333144598312,28.851070943346645,-22.470211745052282,"3.52","1.55",322,"85.7",35,"95.8",2213,"6.7",745183,552640,575929,502671,669357,571448,691026,680977,672279,663457,"53.81",0.017,0.024,"0",1,0,0,3,50,5,"Sinker",5,5,5,5,5,5,5,5,"Standard","Standard",217,"0.035","-0.184",72.97779797013258,"6.80942"
"SL","2024-05-04","89.5","-2.67","6.54","Hamilton, David",666152,660896,"field_out","hit_into_play",,,,,4,"David Hamilton lines out to center fielder Willi Castro.","R","L","R","MIN","BOS","X",8,"line_drive",1,1,2024,"0.43","0.51","-0.33","2.35",,,643265,1,7,"Top",140.03,65.01,,,543877,,,4.864346771243534,-130.31338196947976,-5.406135064313722,3.874002280290049,27.194006400340683,-25.40615300651039,"3.34","1.54",333,"92.5",22,"89.3",2405,"6.1",745911,660896,543877,467793,666397,669304,621043,622534,650489,596146,"54.39",0.194,0.218,"0",1,0,0,3,52,3,"Slider",3,1,1,3,1,3,1,3,"Standard","Standard",185,"0.042","-0.287",67.77062089405833,"7.28356"
"SI","2024-05-04","92.7","-1.56","5.86","Turang, Brice",668930,643410,"field_out","hit_into_play",,,,,3,"Brice Turang flies out to center fielder Pete Crow-Armstrong.","R","L","R","CHC","MIL","X",8,"fly_ball",0,2,2024,"-1.13","0.81","0.35","2.98",,,,0,8,"Top",107.99,46.78,,,665804,,,7.38405358704335,-134.8658858638084,-3.427067790257929,-15.272577843346426,25.846099354896,-21.749039473427377,"3.17","1.47",378,"97.9",26,"93.8",1965,"6.7",746884,643410,665804,683737,663538,663611,621020,664023,691718,643565,"53.84",0.446,0.676,"0",1,0,0,6,63,3,"Sinker",5,4,4,5,4,5,4,5,"Standard","Standard",211,"0.054","-0.144",70.53280477391914,"5.7318"
"FA","2024-05-04","62.4","-2.15","6.16","Langeliers, Shea",669127,656896,"home_run","hit_into_play",,,,,2,"Shea Langeliers homers (7) on a fly ball to left center field.   Kyle McCann scores.    Lawrence Butler scores.","R","R","R","OAK","MIA","X",,"fly_ball",2,1,2024,"-0.78","1.74","-0.21","2.74",,668832,671732,1,8,"Bot",77.61,35.83,,,663743,,,4.3305788578405044,-90.73609037426628,0.2192166152844064,-4.975873952239635,15.034499420204869,-22.925223169850298,"3.28","1.47",420,"105.2",31,"60.1",1584,"4.5",745666,656896,663743,681146,624503,672640,660644,650559,667472,660821,"56.01",0.857,1.704,"2",1,0,3,6,81,4,"Other",17,3,17,3,3,20,20,3,"Standard","Standard",223,"0","2.277",76.23152854762812,"6.8374"
"FF","2024-05-04","91","-1.29","6.17","Realmuto, J.T.",592663,669952,"triple","hit_into_play",,,,,8,"J.T. Realmuto triples (1) on a fly ball to right fielder Austin Slater.","R","R","R","PHI","SF","X",9,"fly_ball",0,0,2024,"-0.24","1.42","-0.26","1.87",,,,0,2,"Bot",201.17,79.95,,,608596,,,3.102333038050637,-132.33060187190208,-7.946154856147324,-3.444995500330726,29.13766069833494,-14.011084002908142,"3.67","1.7",347,"98.2",34,"91.3",2184,"6.6",745583,669952,608596,527038,642731,656305,605113,666149,808982,596103,"53.93",0.263,0.53,"1.6",1,1,2,5,18,1,"4-Seam Fastball",5,0,5,0,0,5,5,0,"Standard","Standard",205,"0.023","0.921",66.94215428006748,"7.47068"
"FF","2024-05-04","97.9","-1.69","5.49","Flores, Wilmer",527038,622554,"field_out","hit_into_play",,,,,14,"Wilmer Flores lines out to center fielder Johan Rojas.","R","R","R","PHI","SF","X",8,"line_drive",2,2,2024,"-0.38","1.37","0.95","2.08",,,642731,2,9,"Top",116.24,75.75,,,596117,,,8.071427306158295,-142.22719237094975,-6.898331550903046,-7.078320335160183,32.91424421443839,-12.126866213869611,"3.11","1.53",308,"85.5",25,"98.4",2442,"6.7",745583,622554,596117,665019,681082,593160,624641,669016,679032,665506,"53.82",0.16,0.181,"0",1,0,0,3,88,5,"4-Seam Fastball",14,3,3,14,3,14,3,14,"Standard","Standard",216,"0","-0.184",64.91375519710326,"7.28732"
"FF","2024-05-04","88.9","-0.21","6.47","Fortes, Nick",663743,666204,"field_out","hit_into_play",,,,,12,"Nick Fortes lines out to left fielder Seth Brown.","R","R","R","OAK","MIA","X",7,"line_drive",3,2,2024,"-0.56","1.67","0.24","3.66",,,,1,8,"Top",96.35,72.23,,,669127,,,2.2387642916052317,-129.4136862267332,-4.300517132318269,-6.780291709145838,27.37820435682447,-12.735498159477022,"3.39","1.6",323,"88.8",22,"88.1",2099,"5.8",745666,666204,669127,663527,647351,695391,687231,664913,668709,671732,"54.72",0.24,0.267,"0",1,0,0,3,73,6,"4-Seam Fastball",16,1,1,16,1,16,1,16,"Standard","Standard",202,"0","-0.215",73.91438105038239,"6.59999"
"SI","2024-05-04","93.7","-1.06","6.22","France, Ty",664034,656232,"field_out","hit_into_play",,,,,7,"Ty France flies out to left fielder Yordan Alvarez.","R","R","R","HOU","SEA","X",7,"fly_ball",0,1,2024,"-1.3","0.47","-0.71","1.97",,641598,,2,7,"Top",125.53,190.15,,,605170,,,3.724999843985984,-136.24105345621086,-6.150067922079209,-16.96176099583838,31.72310326132867,-25.06702667960408,"3.21","1.46",320,"91.8",42,"92",2249,"5.5",746394,656232,605170,572138,514888,608324,665161,670541,694388,663656,"55.02",0.003,0.004,"0",1,0,0,3,52,2,"Sinker",0,5,5,0,5,0,5,0,"Standard","Standard",221,"0.004","-0.278",73.78234717304335,"8.06974"
"SI","2024-05-04","92.4","-3.4","4.57","Neto, Zach",687263,680704,"field_out","hit_into_play",,,,,1,"Zach Neto flies out to center fielder Tyler Freeman.","R","R","R","CLE","LAA","X",8,"fly_ball",1,1,2024,"-1.46","0.22","-0.48","2.99",,,,2,7,"Top",143.17,56.05,,,595978,,,10.675333557412067,-134.1762610286969,1.331689663145802,-19.93544932438215,28.088272849175993,-29.985728692369502,"3.47","1.58",356,"94",32,"93",2196,"6.7",746644,680704,595978,681807,665926,608070,677587,686823,671289,657656,"53.79",0.171,0.322,"0",1,0,0,3,55,3,"Sinker",7,1,1,7,1,7,1,7,"Strategic","Standard",239,"0.001","-0.091",68.5495270904526,"6.41509"
"FF","2024-05-04","95.7","-2.43","5.82","Torres, Gleyber",650402,676684,"field_out","hit_into_play",,,,,2,"Gleyber Torres flies out sharply to center fielder Wenceel Pérez.","R","R","R","NYY","DET","X",8,"fly_ball",0,1,2024,"-0.59","1.46","-0.25","3.29",,,,2,8,"Bot",167.29,51.77,,,608348,,,7.045203993601591,-139.052769216323,-4.245625519282257,-9.423338676397401,36.544539372703134,-12.555689942629261,"3.28","1.57",378,"100",31,"94.7",2142,"6.2",745750,676684,608348,679529,628451,663837,656716,682985,672761,681481,"54.35",0.514,1.012,"0",1,0,0,6,66,2,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",220,"-0.003","-0.08",69.38108835402683,"6.72843"
"FC","2024-05-04","91.2","-2.45","5.69","Tatis Jr., Fernando",665487,686826,"field_out","hit_into_play",,,,,8,"Fernando Tatis Jr.  flies out to right fielder Jake McCarthy.","R","R","R","AZ","SD","X",9,"fly_ball",0,0,2024,"0.18","0.55","-0.03","2.06",,,,2,7,"Top",176.94,82.77,,,672515,,,5.644512433651021,-132.6583838043956,-4.355787191153025,0.8426621382117003,30.119489628060492,-24.91083298413362,"3.87","1.89",315,"90.6",36,"90.3",2322,"5.9",747209,686826,672515,572233,606466,553993,677942,666971,682998,664983,"54.59",0.046,0.073,"0",1,0,0,3,60,1,"Cutter",0,11,11,0,11,0,11,0,"Standard","Standard",198,"0","-0.094",75.17447655683206,"7.49527"
"SI","2024-05-04","93.7","-1.44","5.93","Goldschmidt, Paul",502671,607200,"field_out","hit_into_play",,,,,13,"Paul Goldschmidt flies out to left fielder Andrew Benintendi.","R","R","R","STL","CWS","X",7,"fly_ball",1,1,2024,"-0.67","0.68","-1.22","2.06",,,575929,1,1,"Bot",56.18,84.28,,,686676,,,2.087117548462161,-136.36885554635066,-5.8165609418252835,-8.879749135152622,28.736464709552564,-22.594456985280516,"3.47","1.57",331,"93.4",42,"94.5",1978,"6.7",745183,607200,686676,657757,670032,669699,657557,643217,502054,543257,"53.83",0.003,0.004,"0",1,0,0,3,9,3,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",199,"-0.029","-0.287",73.27904433208234,"7.96378"
"FF","2024-05-04","95.7","-1.58","5.9","Kelly, Carson",608348,596133,"field_out","hit_into_play",,,,,5,"Carson Kelly lines out sharply to center fielder Aaron Judge.","R","R","R","NYY","DET","X",8,"line_drive",0,0,2024,"-0.42","1.6","0.24","2.53",,,,1,7,"Top",150.23,66.08,,,624431,,,5.697579635441539,-139.03375173151892,-6.734842495314857,-6.800419915761586,35.31193971253424,-10.162526450746954,"3.34","1.64",335,"101.2",21,"94.4",2543,"5.9",745750,596133,624431,519203,650402,665828,683011,657077,592450,665742,"54.56",0.391,0.499,"0",1,0,0,5,55,1,"4-Seam Fastball",5,3,3,5,3,5,3,5,"Standard","Standard",205,"0.023","-0.163",68.05398918315106,"6.8891"
"SL","2024-05-04","89","-2.7","6.14","Wisdom, Patrick",621550,600986,"home_run","hit_into_play",,,,,7,"Patrick Wisdom homers (1) on a fly ball to left field.","R","R","R","CHC","MIL","X",,"fly_ball",2,1,2024,"-0.25","0.49","-0.57","2.06",,,,1,6,"Bot",8.77,64.16,,,661388,,,5.794551615234255,-129.53161355475015,-5.111216516639909,-3.864216194875372,24.17992937365586,-25.840588677759115,"3.33","1.54",438,"111.4",26,"90.2",2280,"6.8",746884,600986,661388,656555,668930,686554,642715,694192,663368,686217,"53.74",0.994,2,"2",1,0,3,6,48,4,"Slider",4,0,4,0,0,5,5,0,"Infield shade","Strategic",166,"0.023","0.971",78.62982188812839,"8.50158"
"FF","2024-05-04","93.4","2.53","5.94","Santana, Carlos",467793,592155,"field_out","hit_into_play",,,,,5,"Carlos Santana flies out to right fielder Wilyer Abreu.","R","R","L","MIN","BOS","X",9,"fly_ball",2,0,2024,"0.38","1.48","0.16","2.63",,,,1,4,"Bot",163.43,64.51,,,657136,,,-6.9562717198891475,-135.8441876664681,-6.050558540431511,6.1836017632127325,29.149980042047268,-12.745764829100198,"3.4","1.67",346,"92.5",30,"93.9",1991,"6.6",745911,592155,657136,643265,666152,646240,678882,641933,680776,677800,"53.91",0.109,0.185,"0",1,0,0,3,31,3,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard",148,"-0.015","-0.235",71.72811100857929,"7.02164"
"ST","2024-05-04","84.2","1.88","5.82","Mountcastle, Ryan",663624,671096,"field_out","hit_into_play",,,,,13,"Ryan Mountcastle flies out sharply to left fielder Spencer Steer.","R","R","L","CIN","BAL","X",7,"fly_ball",0,2,2024,"-0.87","0.44","-0.95","1.41",,683002,668939,0,1,"Top",95.59,80.27,,,663886,,,-4.880309101503805,-122.48019743495539,-4.7475708837706705,-7.812088615169593,24.554251626541276,-27.013701817225357,"3.7","1.85",304,"100.2",47,"84.6",2893,"6.6",746720,671096,663886,687952,663697,669289,682829,668715,656413,666181,"53.88",0.02,0.04,"0",1,0,0,3,3,3,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",290,"0.05","-0.284",79.03707387869711,"8.72501"
"FS","2024-05-04","83.2","-0.68","6.13","Lindor, Francisco",596019,641793,"field_out","hit_into_play",,,,,7,"Francisco Lindor flies out to center fielder Jose Siri.   Starling Marte to 3rd.","R","L","R","TB","NYM","X",8,"fly_ball",2,2,2024,"-0.63","0.01","-0.49","1.47",,516782,,0,1,"Top",161.09,53.09,,,666163,,,1.6750058446956146,-121.04380856399544,-4.188226887376159,-6.497321276446476,26.204790438676298,-31.3961798915588,"3.29","1.48",370,"95.1",26,"82.5",826,"6.1",745100,641793,666163,650490,680700,670623,676609,668227,642350,676356,"54.39",0.2,0.28,"0",1,0,0,5,3,5,"Split-Finger",0,1,1,0,1,0,1,0,"Infield shade","Standard",242,"0.009","-0.342",67.46342061789761,"7.9288"
"SL","2024-05-04","80.7","2.49","5.26","Profar, Jurickson",595777,676714,"home_run","hit_into_play",,,,,6,"Jurickson Profar homers (5) on a fly ball to left center field.   Manny Machado scores.","R","R","L","AZ","SD","X",,"fly_ball",3,2,2024,"-0.82","0.42","0.75","2.6",592518,,,1,7,"Top",61.66,52.67,,,672515,,,-2.2957562289101023,-117.39905247821434,0.08003391981502572,-6.975536237537504,26.719175061891317,-28.66967242158497,"3.33","1.63",395,"102",24,"80.1",2556,"6.3",747209,676714,672515,572233,606466,553993,677942,666971,682998,664983,"54.18",0.623,0.972,"2",1,0,3,6,54,6,"Slider",0,5,5,0,7,0,7,0,"Strategic","Standard",279,"-0.013","1.341",75.79376642815006,"7.93272"
"CH","2024-05-04","84.3","-1.59","5.66","Muncy, Max",571970,623451,"home_run","hit_into_play",,,,,13,"Max Muncy homers (8) on a fly ball to left center field.","R","L","R","LAD","ATL","X",,"fly_ball",1,2,2024,"-0.87","0.23","-1.12","2.1",,,,1,8,"Bot",62.21,63.26,,,518595,,,2.7848129531761714,-122.77061554561413,-2.385706795023692,-9.367166165148198,23.462833552790684,-29.5781996919892,"3.13","1.52",371,"98.5",35,"83.4",1403,"5.6",746155,623451,518595,621566,645277,663586,606115,672284,671739,660670,"54.94",0.257,0.456,"2",1,0,3,5,73,4,"Changeup",10,2,10,2,2,11,11,2,"Infield shade","Standard",241,"0","1.044",69.83852059067571,"7.27038"
