"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"CU","2024-06-01","76.3","1.5","6.16","Crawford, J.P.",641487,672282,"home_run","hit_into_play",,,,,2,"J.P. Crawford hits a grand slam (4) to right field.   Mitch Haniger scores.    Luke Raley scores.    Ryan Bliss scores.","R","L","L","SEA","LAA","X",,"fly_ball",2,2,2024,"-0.58","-1.01","0.21","2.92",571745,670042,669208,2,4,"Bot",212.22,81.88,,,642136,,,-1.6847568490828044,-111.16264008200095,2.0200908887575664,-4.4917507387214295,20.155034716808025,-41.13868223657689,"3.24","1.5",359,"95.5",27,"76",2203,"6",745251,672282,642136,641432,650859,641645,687263,621493,666160,666176,"54.47",0.289,0.431,"2",1,0,3,5,34,6,"Curveball",1,0,1,0,0,5,5,0,"Standard","Standard",328,"0.235","3.252",70.43342808057847,"6.78454"
"SL","2024-06-01","85.8","-2.24","5.96","Morel, Christopher",666624,668881,"field_out","hit_into_play",,,,,4,"Christopher Morel flies out to left fielder Spencer Steer.","R","R","R","CHC","CIN","X",7,"fly_ball",2,1,2024,"0.58","0.24","-0.49","3.03",,,,1,5,"Bot",46.14,90.99,,,571912,,,2.9728224642108336,-125.0384690232618,-1.246426119060675,5.587187118300821,22.893413259597175,-29.56114584216251,"3.74","1.74",330,"96.1",35,"86.3",2258,"6.3",746870,668881,571912,600869,663697,669289,682829,668715,670770,656413,"54.19",0.143,0.29,"0",1,0,0,3,49,4,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",105,"-0.022","-0.193",81.2843048608112,"8.30709"
"FF","2024-06-01","97.6","-1.8","6.18","Bellinger, Cody",641355,668881,"field_out","hit_into_play",,,,,5,"Cody Bellinger flies out to right fielder Stuart Fairchild.","R","L","R","CHC","CIN","X",9,"fly_ball",2,2,2024,"-0.77","1.43","-0.04","2.36",,,,0,5,"Bot",209.54,92.69,,,571912,,,6.514313544458885,-141.83188097186044,-8.0269410881727,-11.921500300768868,34.97135712661572,-11.181335866204453,"3.76","1.71",333,"95.5",42,"97.2",2458,"6.3",746870,668881,571912,600869,663697,669289,682829,668715,670770,656413,"54.19",0.023,0.04,"0",1,0,0,3,48,5,"4-Seam Fastball",5,5,5,5,5,5,5,5,"Infield shade","Standard",220,"-0.029","-0.2",73.42065725681199,"8.38057"
"CU","2024-06-01","78.3","1.95","6.01","Rodriguez, Johnathan",671286,680730,"field_out","hit_into_play",,,,,6,"Johnathan Rodriguez flies out to center fielder Jacob Young.   David Fry to 3rd.","R","R","L","CLE","WSH","X",8,"fly_ball",1,0,2024,"-0.17","-0.67","0.6","2.35",,681807,,0,6,"Bot",95.23,56.05,,,656180,,,-2.624467203659634,-114.12196895300804,0.17221100088078667,-1.0010387632041822,20.151048597477786,-38.32355420820673,"3.37","1.53",361,"93.9",35,"79",2311,"6.6",746629,680730,656180,608841,671277,669222,545121,592696,696285,657041,"53.93",0.08,0.129,"0",1,0,0,3,46,2,"Curveball",3,2,3,2,2,3,3,2,"Standard","Standard",330,"-0.004","-0.405",80.1541514159032,"8.79724"
"FS","2024-06-01","88.3","-2.31","5.07","Alvarez, Yordan",670541,657746,"home_run","hit_into_play",,,,,5,"Yordan Alvarez homers (11) on a line drive to right center field.","R","L","R","HOU","MIN","X",,"line_drive",1,1,2024,"-1.2","0.1","-0.05","2.51",,,,2,5,"Bot",198.8,58.8,,,543877,,,8.141525887480217,-128.39448459345496,-0.29839684103321396,-14.983543316703068,27.778799642530572,-31.23569990913014,"3.51","1.63",390,"113.8",19,"89.5",2043,"7.2",746384,657746,543877,467793,571657,669304,621043,650489,621439,622534,"53.34",0.92,1.529,"2",1,0,3,6,37,3,"Split-Finger",4,0,4,0,0,5,5,0,"Infield shade","Standard",235,"0.032","1.003",82.74088796405243,"7.89421"
"SI","2024-06-01","92.5","-1.98","5.69","Kirk, Alejandro",672386,656605,"field_out","hit_into_play",,,,,4,"Alejandro Kirk lines out to center fielder Michael A.   Taylor.","R","R","R","TOR","PIT","X",8,"line_drive",1,1,2024,"-1.18","0.95","-0.49","2.18",,,,0,5,"Bot",148.57,59.44,,,518735,,,6.3660844299222825,-134.53962039940927,-5.245729017465999,-15.6899877480302,28.461215009504354,-19.694816007751005,"3.1","1.45",350,"97.2",22,"92.7",2393,"6.4",744932,656605,518735,656582,669707,663647,693304,668804,572191,658668,"54.11",0.291,0.416,"0",1,0,0,5,39,3,"Sinker",0,5,0,5,5,0,0,5,"Standard","Standard",223,"-0.013","-0.214",70.91579803212231,"6.91025"
"CU","2024-06-01","80.1","1.94","5.91","Fry, David",681807,680730,"double","hit_into_play",,,,,14,"David Fry doubles (6) on a line drive to right fielder Lane Thomas.","R","R","L","CLE","WSH","X",9,"line_drive",0,0,2024,"-0.22","-0.69","0.34","1.34",,,,0,6,"Bot",185.72,68.41,,,656180,,,-3.1495883836590863,-116.60459386768,-2.0887604336794756,-1.413020838486459,21.98638021720611,-38.27553684254981,"3.32","1.53",355,"98.8",22,"80.5",2200,"6.5",746629,680730,656180,608841,671277,669222,545121,592696,696285,657041,"53.96",0.371,0.483,"1.25",1,1,1,5,45,1,"Curveball",3,2,3,2,2,3,3,2,"Standard","Standard",326,"0.058","0.618",73.0209907435991,"8.17349"
"FF","2024-06-01","93.9","-1.25","5.53","Ward, Taylor",621493,682243,"field_out","hit_into_play",,,,,6,"Taylor Ward flies out to right fielder Mitch Haniger.","R","R","R","SEA","LAA","X",9,"fly_ball",3,1,2024,"-0.31","1.49","0.38","2.42",,,,2,6,"Top",210.51,102.87,,,663728,,,4.933333720844256,-136.54975859295067,-5.646594777490718,-4.936408422092846,29.91807836880506,-12.438821607467334,"3.28","1.53",316,"97.5",37,"94.1",2327,"6.4",745251,682243,663728,664034,669208,664238,641487,670042,677594,571745,"54.05",0.197,0.375,"0",1,0,0,3,46,5,"4-Seam Fastball",5,0,0,5,0,5,0,5,"Standard","Standard",206,"0.003","-0.156",70.46930281249284,"6.88294"
"FF","2024-06-01","92.9","2.08","5.95","Naylor, Josh",647304,680730,"field_out","hit_into_play",,,,,1,"Josh Naylor lines out sharply to center fielder Jacob Young.","R","L","L","CLE","WSH","X",8,"line_drive",0,0,2024,"0.12","1.35","-0.49","3.17",,,,2,5,"Bot",113.31,75.37,,,656180,,,-6.941440780887331,-135.18491779478163,-4.357659526449226,2.9393322755621254,28.608886986710903,-14.844124109316496,"3.17","1.47",310,"101.1",15,"94",2241,"6.9",746629,680730,656180,608841,671277,669222,545121,592696,696285,657041,"53.61",0.709,0.706,"0",1,0,0,4,40,1,"4-Seam Fastball",3,2,3,2,2,3,3,2,"Standard","Standard",156,"-0.01","-0.094",72.7590666090632,"6.8864"
"FC","2024-06-01","85.7","-0.83","5.68","Bohm, Alec",664761,543243,"field_out","hit_into_play",,,,,5,"Alec Bohm flies out sharply to center fielder Michael Siani.","R","R","R","PHI","STL","X",8,"fly_ball",2,1,2024,"0.74","-0.17","0.11","2.53",,,,1,5,"Bot",150.17,45.67,,,671056,,,0.7362752423214072,-124.77148416102767,-0.8100324343621044,7.532586002949713,25.808207525624038,-34.030863475370964,"3.58","1.63",383,"101.7",32,"86",2830,"6.5",745575,543243,671056,502671,669357,571448,691026,676475,672279,666185,"54",0.626,1.208,"0",1,0,0,6,40,4,"Cutter",4,1,4,1,1,4,4,1,"Standard","Standard",74,"-0.007","-0.193",77.51905158566674,"7.4528"
"SI","2024-06-01","91.5","-1.42","5.07","Soto, Juan",665742,657277,"triple","hit_into_play",,,,,5,"Juan Soto triples (3) on a sharp line drive to right fielder Mike Yastrzemski.","R","L","R","SF","NYY","X",9,"line_drive",2,1,2024,"-1.23","-0.18","-0.08","2.09",,,,2,5,"Top",129.9,61.15,,,672275,,,6.1257025116725785,-133.01928653104744,-1.2271764743380231,-15.877108421272725,30.507658878739917,-34.19769493382151,"3.16","1.5",308,"114.4",11,"92.5",1953,"7.1",745332,657277,672275,527038,689172,656305,669477,671218,682641,573262,"53.4",0.88,0.904,"1.6",1,1,2,6,34,4,"Sinker",2,4,4,2,4,2,4,2,"Infield shade","Standard",241,"-0.023","0.226",,
"CU","2024-06-01","78.8","-1.05","6.14","Mountcastle, Ryan",663624,671737,"home_run","hit_into_play",,,,,5,"Ryan Mountcastle homers (8) on a fly ball to center field.   Ryan O'Hearn scores.","R","R","R","BAL","TB","X",,"fly_ball",0,2,2024,"0.66","-1.56","-0.02","2.57",,,656811,1,4,"Bot",107.65,25.57,,,666163,,,0.9996021776087585,-114.64517888481568,2.0679682349891024,5.524826409818051,25.025843167308636,-46.40763632516334,"3.66","1.78",431,"106.6",27,"78.3",2491,"6.4",747029,671737,666163,650490,664040,670623,676609,668227,642350,680700,"54.11",0.971,2,"2",1,0,3,6,46,3,"Curveball",7,5,7,5,5,9,9,5,"Standard","Standard",21,"0.118","1.767",81.06994179987248,"7.43566"
"FF","2024-06-01","93.3","-2.45","4.91","Caratini, Victor",605170,657746,"field_out","hit_into_play",,,,,5,"Victor Caratini flies out to left fielder Willi Castro.","R","L","R","HOU","MIN","X",7,"fly_ball",0,0,2024,"-0.99","1.25","0.01","2.11",,,,2,4,"Bot",90.44,75.61,,,543877,,,8.676105474636762,-135.5036079706994,-4.206592931777899,-14.112158562707748,31.504499343500765,-16.107198884864108,"3.36","1.49",319,"90.3",35,"94.8",2321,"7.4",746384,657746,543877,467793,571657,669304,621043,650489,621439,622534,"53.1",0.037,0.047,"0",1,0,0,3,31,1,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Infield shade","Standard",225,"-0.003","-0.094",75.11924270417832,"7.27885"
"FF","2024-06-01","89.8","2.16","6.22","Stephenson, Tyler",663886,657006,"field_out","hit_into_play",,,,,2,"Tyler Stephenson flies out to right fielder Seiya Suzuki.","R","R","L","CHC","CIN","X",9,"fly_ball",0,0,2024,"0.03","1.19","-0.26","3.03",600869,668715,,2,4,"Top",174.91,77.08,,,665804,,,-6.058454434879443,-130.62604747797147,-4.467056809052928,1.5667275851915035,25.804533580082015,-17.782391048004108,"3.34","1.58",326,"90.7",30,"90.2",2301,"6.4",746870,657006,665804,641355,663538,666624,621020,664023,691718,673548,"54.1",0.069,0.103,"0",1,0,0,3,40,1,"4-Seam Fastball",5,5,5,5,5,5,5,5,"Standard","Standard",158,"0.07","-0.587",71.45138414974505,"6.7545"
"SL","2024-06-01","79.9","2.21","6.34","Steer, Spencer",668715,657006,"double","hit_into_play",,,,,5,"Spencer Steer doubles (13) on a sharp line drive to left fielder Ian Happ.   Jeimer Candelario to 3rd.","R","R","L","CHC","CIN","X",7,"line_drive",0,0,2024,"-1.06","0.01","-0.06","2.31",,,600869,2,4,"Top",27.46,97.54,,,665804,,,-3.0196240726236776,-116.30265182846446,-2.1263843433582723,-8.926159960111612,23.339745340923898,-31.85759343463184,"3.31","1.59",312,"107.8",15,"79.6",2546,"6.2",746870,657006,665804,641355,663538,666624,621020,664023,691718,673548,"54.27",0.68,0.725,"1.25",1,1,1,5,39,1,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",299,"-0.042","0.752",77.05985148290299,"7.7623"
"SL","2024-06-01","82.7","-2.39","6.19","Harris II, Michael",671739,605156,"double","hit_into_play",,,,,8,"Michael Harris II doubles (9) on a sharp line drive to right fielder Daz Cameron.   Orlando Arcia to 3rd.","R","L","R","ATL","OAK","X",9,"line_drive",0,2,2024,"0.43","0.11","-0.05","1.58",,,606115,1,5,"Bot",170.29,65.69,,,669127,,,4.502696883615318,-120.23164687211795,-4.154227186489619,3.1935950047772046,25.61135554684121,-30.487152365719556,"3.46","1.58",307,"109",13,"82.4",2461,"6.4",747111,605156,669127,649557,680869,647351,680474,609280,668709,663662,"54.11",0.826,0.805,"1.25",1,1,1,5,45,3,"Slider",3,8,3,8,8,3,3,8,"Infield shade","Standard",65,"0.049","1.058",75.01415917451773,"8.62625"
"CU","2024-06-01","78.7","0.74","6.02","Jeffers, Ryan",680777,664285,"field_out","hit_into_play",,,,,7,"Ryan Jeffers flies out to left fielder Mauricio Dubón.","R","R","L","HOU","MIN","X",7,"fly_ball",2,2,2024,"-1.02","-1.2","-0.39","1.87",,622534,,1,7,"Top",37.43,108.64,,,605170,,,-0.5560015247390679,-114.64168133108737,0.06593711619802844,-8.819359777098548,23.299294732791974,-42.88759607623869,"3.3","1.6",311,"84.9",36,"77.6",2879,"5.7",746384,664285,605170,547989,514888,608324,665161,643289,676694,663656,"54.8",0.009,0.008,"0",1,0,0,3,48,6,"Curveball",5,0,0,5,0,5,0,5,"Infield shade","Standard",322,"0.012","-0.255",72.69455938264979,"7.88005"
"FF","2024-06-01","91.1","-1.21","5.18","Vargas, Ildemaro",545121,594902,"field_out","hit_into_play",,,,,3,"Ildemaro Vargas flies out to right fielder Johnathan Rodriguez.","R","L","R","CLE","WSH","X",9,"fly_ball",1,2,2024,"-0.52","1.36","0.79","3.2",,,,1,5,"Top",180.58,68.69,,,595978,,,6.189634761483319,-132.5796400386896,-1.9605149366179515,-7.524360310521763,30.307972273693238,-16.024828106657058,"3.41","1.53",348,"92.8",29,"91.7",2136,"6.8",746629,594902,595978,647304,672356,608070,677587,681807,671289,671286,"53.67",0.129,0.196,"0",1,0,0,3,36,4,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Strategic","Standard",216,"0.023","-0.12",67.14727297137888,"6.36225"
"SL","2024-06-01","84.7","-2.37","4.99","Dubón, Mauricio",643289,657746,"field_out","hit_into_play",,,,,6,"Mauricio Dubón flies out to center fielder Byron Buxton.","R","R","R","HOU","MIN","X",8,"fly_ball",0,0,2024,"0.45","0.31","0.59","2.36",,,,0,4,"Bot",111.84,51.62,,,543877,,,6.137043951990239,-123.10327694256644,-0.3098554203120504,3.165718705103925,27.25474306818817,-29.23947428291536,"3.33","1.53",365,"97.9",28,"85.9",2486,"7.4",746384,657746,543877,467793,571657,669304,621043,650489,621439,622534,"53.1",0.469,0.757,"0",1,0,0,6,29,1,"Slider",4,0,4,0,0,4,4,0,"Standard","Standard",158,"-0.006","-0.225",71.35304600713945,"8.02959"
"SL","2024-06-01","85.3","-2.3","6.03","Crow-Armstrong, Pete",691718,668881,"field_out","hit_into_play",,,,,3,"Pete Crow-Armstrong flies out to right fielder Stuart Fairchild.","R","L","R","CHC","CIN","X",9,"fly_ball",0,1,2024,"0.65","0.25","0.33","3.35",664023,,,2,3,"Bot",196.87,76.09,,,571912,,,4.875090890196445,-124.26965434524068,-0.5748410561282049,5.902051177935551,23.073479905204692,-29.610222962771935,"3.27","1.5",349,"99.1",24,"85.5",2386,"6.2",746870,668881,571912,600869,663697,669289,682829,668715,670770,656413,"54.31",0.491,0.702,"0",1,0,0,5,34,2,"Slider",5,4,5,4,4,5,5,4,"Infield shade","Standard",109,"-0.035","-0.289",71.31440205631857,"6.88681"
"FF","2024-06-01","93","-1.07","6.48","Schmitt, Casey",669477,547001,"field_out","hit_into_play",,,,,11,"Giants challenged (tag-up play), call on the field was overturned: Casey Schmitt flies out to center fielder Aaron Judge.   Heliot Ramos to 3rd.","R","R","R","SF","NYY","X",8,"fly_ball",3,2,2024,"-0.13","1.25","-0.24","3.52",,671218,,1,5,"Bot",156.41,77.23,,,669224,,,2.4022541771514296,-135.53723376789623,-4.566519383851463,-2.0698158314029733,27.41626304165044,-16.00421193766596,"3.22","1.53",313,"91.3",38,"92.8",2422,"5.9",745332,547001,669224,519203,650402,518934,683011,657077,592450,665742,"54.6",0.023,0.03,"0",1,0,0,3,38,6,"4-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard",209,"-0.044","-0.361",63.45892093503282,"5.95824"
"FF","2024-06-01","94.2","3.13","5.47","Rooker, Brent",667670,519242,"home_run","hit_into_play",,,,,7,"Brent Rooker homers (12) on a fly ball to left field.   Max Schuemann scores.","R","R","L","ATL","OAK","X",,"fly_ball",1,0,2024,"1.3","0.89","-0.63","1.72",680474,,,2,4,"Top",30.47,56.76,,,518595,,,-12.625507206091665,-136.42242610932357,-5.953091044773802,19.02916493177593,31.146912789259687,-19.808023625762367,"3.62","1.7",421,"111.4",29,"93.9",2221,"6.5",747111,519242,518595,621566,645277,663586,606115,672284,671739,594807,"54.04",0.997,2.016,"2",1,0,3,6,34,2,"4-Seam Fastball",3,6,6,3,8,3,8,3,"Standard","Standard",118,"-0.1","1.73",78.46610004474648,"7.83662"
"SL","2024-06-01","85.3","-2.07","6.27","Kelenic, Jarred",672284,605156,"field_out","hit_into_play",,,,,8,"Jarred Kelenic flies out sharply to center fielder JJ Bleday.","R","L","R","ATL","OAK","X",8,"fly_ball",2,2,2024,"0.03","0.09","0.25","2.22",,,,0,5,"Bot",117.24,73.51,,,669127,,,5.394845557412656,-124.14452380768233,-3.4027660260694654,-0.8285059372101223,25.134896321723108,-30.76543344160006,"3.65","1.74",312,"102.5",41,"85.1",2414,"6.2",747111,605156,669127,649557,680869,647351,680474,609280,668709,663662,"54.32",0.24,0.475,"0",1,0,0,5,43,5,"Slider",3,8,3,8,8,3,3,8,"Infield shade","Standard",57,"-0.013","-0.2",78.27970721687497,"7.10521"
"FF","2024-06-01","98.2","2.23","6.1","Chourio, Jackson",694192,676979,"field_out","hit_into_play",,,,,13,"Jackson Chourio flies out to left fielder Tommy Pham.","R","R","L","MIL","CWS","X",7,"fly_ball",0,2,2024,"0.57","1.24","-0.99","2.35",,,663368,2,4,"Bot",78.16,61.38,,,686676,,,-10.149518608227755,-142.45827609978616,-7.6266917352074985,10.066932630288415,32.461311946744615,-13.632094370635523,"3.31","1.53",361,"93.6",32,"99.3",2517,"7.1",745980,676979,686676,657757,664901,672820,621545,502054,666150,667452,"53.44",0.171,0.322,"0",1,0,0,3,35,3,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",152,"-0.029","-0.138",73.53088856856368,"7.12554"
"CH","2024-06-01","87","2.07","5.64","Alexander, Blaze",677942,640455,"field_out","hit_into_play",,,,,7,"Blaze Alexander flies out to right fielder Starling Marte.","R","R","L","NYM","AZ","X",9,"fly_ball",0,2,2024,"1.11","0.54","-0.44","2.02",,,,1,4,"Top",186.04,81.1,,,621512,,,-8.518246136775769,-126.41137992856811,-3.7041392026354556,13.59352661025252,25.126437479062293,-25.81417249849726,"3.18","1.51",328,"92.2",28,"89.2",1440,"7.7",745812,640455,621512,624413,643446,668901,596019,607043,664056,516782,"52.81",0.097,0.124,"0",1,0,0,3,26,3,"Changeup",0,4,4,0,4,0,4,0,"Standard","Standard",131,"0.006","-0.103",73.48074064233921,"6.87474"
"SI","2024-06-01","91.6","2.11","5.3","Moreno, Gabriel",672515,640455,"field_out","hit_into_play",,,,,1,"Gabriel Moreno flies out to left fielder Brandon Nimmo.","R","R","L","NYM","AZ","X",7,"fly_ball",3,1,2024,"1.19","0.75","-0.43","2.84",,,,0,4,"Top",52.68,80.28,,,621512,,,-9.200186107693003,-132.9833131844223,-1.9295466935021064,16.14032414573707,30.768018991804706,-23.041657376461156,"3.36","1.58",343,"94.2",31,"93.3",2013,"7.6",745812,640455,621512,624413,643446,668901,596019,607043,664056,516782,"52.92",0.177,0.314,"0",1,0,0,3,25,5,"Sinker",0,4,4,0,4,0,4,0,"Standard","Standard",129,"0.008","-0.375",67.30038590011957,"7.02604"
"ST","2024-06-01","77.9","2.12","4.99","Fletcher, Dominic",666150,688107,"field_out","hit_into_play",,,,,4,"Dominic Fletcher flies out to right fielder Jackson Chourio.","R","L","L","MIL","CWS","X",9,"fly_ball",0,2,2024,"-1.58","0.37","-0.59","2.63",,,672820,1,4,"Top",187.62,69.98,,,661388,,,-2.9217644094843425,-113.38458052408417,1.1998909202974206,-13.065077189220698,21.679268295566235,-29.426639050040908,"3.26","1.47",352,"91",27,"78.3",2432,"6.7",745980,688107,661388,656555,668930,687401,642715,592885,663368,694192,"53.84",0.111,0.163,"0",1,0,0,3,29,3,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",279,"0.021","-0.204",68.33020800733064,"7.26525"
"ST","2024-06-01","79.9","-1.71","5.06","Rizzo, Anthony",519203,657277,"field_out","hit_into_play",,,,,4,"Anthony Rizzo flies out to left fielder Heliot Ramos.","R","L","R","SF","NYY","X",7,"fly_ball",0,0,2024,"1.43","-0.08","-0.31","2.6",,,,0,4,"Top",59.31,74.92,,,672275,,,0.38355486076423817,-116.40124575832087,1.511999817169425,12.908774065422769,22.595631691344103,-33.44460066335794,"3.75","1.79",348,"96.1",30,"81.1",2548,"7.1",745332,657277,672275,527038,689172,656305,669477,671218,682641,573262,"53.41",0.209,0.394,"0",1,0,0,5,26,1,"Sweeper",2,4,4,2,4,2,4,2,"Infield shade","Standard",59,"0.017","-0.225",69.11600693116922,"6.48235"
"FF","2024-06-01","92","-2.16","6.35","Duvall, Adam",594807,605156,"field_out","hit_into_play",,,,,3,"Adam Duvall flies out sharply to right fielder Daz Cameron.","R","R","R","ATL","OAK","X",9,"fly_ball",1,0,2024,"-0.69","1.18","0.52","3.04",,,,2,4,"Bot",185.75,64.77,,,669127,,,8.281882809514023,-133.77947061447853,-5.133953457860811,-10.03383884897948,28.03716686732359,-17.06740770318462,"3.51","1.62",362,"101.6",43,"92.1",1930,"6.3",747111,605156,669127,649557,680869,647351,680474,609280,668709,663662,"54.17",0.143,0.28,"0",1,0,0,3,38,2,"4-Seam Fastball",3,8,3,8,8,3,3,8,"Standard","Standard",224,"-0.004","-0.109",73.73362970165522,"7.20496"
"FF","2024-06-01","95.2","-1.95","5.57","Higashioka, Kyle",543309,679525,"field_out","hit_into_play",,,,,5,"Kyle Higashioka flies out to center fielder Dairon Blanco.   Ha-Seong Kim to 3rd.","R","R","R","KC","SD","X",8,"fly_ball",1,2,2024,"-0.76","1.22","0.12","2.87",,673490,,1,4,"Top",160.53,53.52,,,666023,,,7.135510040878451,-138.6548741460054,-4.278603116128626,-11.313569966725973,26.398921531413407,-15.65334677860449,"3.49","1.63",370,"99.2",26,"95.7",2542,"6.2",746305,679525,666023,686469,679845,672580,677951,669004,680118,676369,"54.3",0.491,0.759,"0",1,0,0,6,31,4,"4-Seam Fastball",3,5,5,3,5,3,5,3,"Standard","Standard",222,"0.023","-0.241",71.88369356452246,"6.94844"
"SL","2024-06-01","83.7","-2.15","5.62","Vientos, Mark",668901,677944,"home_run","hit_into_play",,,,,5,"Mark Vientos homers (4) on a fly ball to left center field.","R","R","R","NYM","AZ","X",,"fly_ball",1,1,2024,"0.35","0.44","-0.04","2.85",,,,0,5,"Bot",42.89,40.41,,,672515,,,4.190619177413839,-121.88215312759426,-0.8198216354624036,2.6365533860465558,24.215239986884374,-27.880646840615924,"3.69","1.7",440,"110.4",23,"84.2",2148,"6.6",745812,677944,672515,572233,677942,553993,621028,664983,682998,545341,"53.89",0.991,2,"2",1,0,3,6,36,3,"Slider",0,4,0,4,4,1,1,4,"Standard","Standard",158,"0.068","1.012",74.820476564619,"7.75232"
"CH","2024-06-01","85.8","-2.71","5.9","Valdez, Enmanuel",665839,681857,"double","hit_into_play",,,,,7,"Enmanuel Valdez doubles (5) on a fly ball to left fielder Riley Greene.","R","L","R","BOS","DET","X",7,"fly_ball",2,2,2024,"-1.25","-0.14","-0.34","1.49",,,,0,4,"Bot",83.34,90.17,,,668670,,,8.051285087696563,-124.84721757190316,-3.9147081203786374,-14.625410309309911,22.195736288017113,-33.13186594648679,"3.16","1.56",353,"95.3",32,"85.4",2162,"5.8",746952,681857,668670,679529,656716,570482,595879,682985,672761,663837,"54.7",0.137,0.218,"1.25",1,1,1,3,29,6,"Changeup",2,1,2,1,1,2,2,1,"Infield shade","Standard",243,"0.058","0.643",72.46155340349004,"7.78448"
"FF","2024-06-01","95.2","-1.09","5.67","Pillar, Kevin",607680,682243,"field_out","hit_into_play",,,,,9,"Kevin Pillar flies out sharply to center fielder Julio Rodríguez.","R","R","R","SEA","LAA","X",8,"fly_ball",0,0,2024,"-0.34","1.22","0.31","1.73",,,,1,4,"Top",117.37,42.31,,,663728,,,4.3821620719920364,-138.35782664085784,-7.374085062204501,-5.3123074465822855,32.14275070992511,-14.97855315025204,"3.26","1.53",387,"103.1",26,"94.6",2524,"6.1",745251,682243,663728,664034,669208,664238,641487,670042,677594,571745,"54.42",0.811,1.517,"0",1,0,0,6,27,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",204,"0.02","-0.163",72.94210096236687,"7.87364"
"SL","2024-06-01","86.1","-1.99","5.61","Kim, Ha-Seong",673490,679525,"double","hit_into_play",,,,,6,"Ha-Seong Kim doubles (6) on a sharp line drive to center fielder Dairon Blanco.   Manny Machado scores.    Donovan Solano scores.    Jackson Merrill scores.","R","R","R","KC","SD","X",8,"line_drive",2,1,2024,"0.6","-0.14","0.5","2.67",592518,456781,701538,1,4,"Top",100.09,39.98,,,666023,,,4.681235336386944,-125.44703289637238,-0.5131654771171328,5.501068958319119,23.421568926580857,-33.79495848147931,"3.42","1.55",373,"101.2",19,"85.9",2592,"5.9",746305,679525,666023,686469,679845,672580,677951,669004,680118,676369,"54.56",0.357,0.416,"1.25",1,1,1,5,30,4,"Slider",3,2,2,3,5,3,5,3,"Standard","Standard",52,"-0.253","1.828",72.1708892135757,"7.01678"
"FS","2024-06-01","88.7","-1.34","6.02","Cowser, Colton",681297,671737,"field_out","hit_into_play",,,,,5,"Colton Cowser flies out to left fielder Randy Arozarena.","R","L","R","BAL","TB","X",7,"fly_ball",1,1,2024,"-0.92","0.14","0.19","2.26",,663624,623993,0,3,"Bot",72.25,76.08,,,666163,,,5.699751103111262,-129.21556821790105,-3.5523085856018772,-11.479329878424489,22.888055350065443,-30.099344396817695,"3.38","1.6",332,"94.5",27,"89.9",1634,"6.6",747029,671737,666163,650490,664040,670623,676609,668227,642350,680700,"53.89",0.151,0.193,"0",1,0,0,3,35,3,"Split-Finger",4,5,4,5,5,4,4,5,"Standard","Standard",209,"-0.063","-0.47",73.76484042613706,"6.47441"
"FF","2024-06-01","95.1","-1.25","5.57","Calhoun, Willie",641432,682243,"field_out","hit_into_play",,,,,1,"Willie Calhoun lines out to left fielder Luke Raley.","R","L","R","SEA","LAA","X",7,"line_drive",3,2,2024,"-0.23","1.63","-0.36","3.2",,,,0,4,"Top",78.38,84.64,,,663728,,,2.867810083607626,-138.3464075907599,-4.120441027776585,-3.728518961043968,36.4821689977095,-10.691444975563355,"3.18","1.43",308,"95.3",18,"94.6",2498,"6.4",745251,682243,663728,664034,669208,664238,641487,670042,677594,571745,"54.09",0.46,0.46,"0",1,0,0,4,26,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",208,"0.028","-0.297",62.590433117637154,"5.64349"
